[612, 1008]
[chapter-title, [42.0, 0.0, 186.0, 30.0], aZJRCpzILV, 5656848]
[folio, [593.0, 3.0, 329.0, 18.0], BNk1AaieBu, 5656848]
[figure-caption, [64.0, 121.0, 206.0, 18.0], shoonya_22sL5Y4BS2G5UV, 5656848]
[figure-caption, [405.0, 121.0, 197.0, 18.0], shoonya_10sE9YGE6TF4NP, 5656848]
[figure-caption, [784.0, 121.0, 140.0, 18.0], shoonya_9sD4S8K75FBX50, 5656848]
[contact-info, [702.0, 149.0, 300.0, 18.0], Hpk13W9iiy, 5656848]
[contact-info, [75.0, 151.0, 193.0, 18.0], WAf6dgLRuS, 5656848]
[contact-info, [435.0, 152.0, 152.0, 18.0], shoonya_25s67SAGFEY41U, 5656848]
[paragraph, [679.0, 178.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [679.0, 196.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [679.0, 214.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [679.0, 232.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [679.0, 250.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [679.0, 268.0, 321.0, 18.0], shoonya_14s403QSP3RNZO, 5656848]
[paragraph, [339.0, 181.0, 330.0, 18.0], shoonya_2sNU7PJNUPV82A, 5656848]
[paragraph, [339.0, 199.0, 330.0, 18.0], shoonya_2sNU7PJNUPV82A, 5656848]
[paragraph, [339.0, 217.0, 330.0, 18.0], shoonya_2sNU7PJNUPV82A, 5656848]
[paragraph, [339.0, 235.0, 330.0, 18.0], shoonya_2sNU7PJNUPV82A, 5656848]
[paragraph, [339.0, 253.0, 330.0, 18.0], shoonya_2sNU7PJNUPV82A, 5656848]
[paragraph, [20.0, 183.0, 313.0, 18.0], shoonya_12sTXZRA10PEIJ, 5656848]
[paragraph, [20.0, 201.0, 313.0, 18.0], shoonya_12sTXZRA10PEIJ, 5656848]
[paragraph, [20.0, 219.0, 313.0, 18.0], shoonya_12sTXZRA10PEIJ, 5656848]
[paragraph, [20.0, 237.0, 313.0, 18.0], shoonya_12sTXZRA10PEIJ, 5656848]
[paragraph, [19.0, 261.0, 317.0, 18.0], shoonya_23sPQD6THT5CA7, 5656848]
[paragraph, [19.0, 279.0, 317.0, 18.0], shoonya_23sPQD6THT5CA7, 5656848]
[figure-caption, [426.0, 386.0, 144.0, 18.0], ExSBj5VWkE, 5656848]
[figure-caption, [78.0, 387.0, 171.0, 18.0], PN_kt24f4K, 5656848]
[figure-caption, [790.0, 390.0, 112.0, 18.0], shoonya_20sY51RX2989KN, 5656848]
[contact-info, [390.0, 415.0, 221.0, 18.0], 7B5wrZQfgP, 5656848]
[contact-info, [390.0, 433.0, 221.0, 18.0], 7B5wrZQfgP, 5656848]
[contact-info, [99.0, 416.0, 130.0, 18.0], cz7FwVujkT, 5656848]
[contact-info, [729.0, 420.0, 229.0, 18.0], b9lVLQzeJn, 5656848]
[paragraph, [2.0, 448.0, 308.0, 18.0], shoonya_11s26RZMK0QJ4N, 5656848]
[paragraph, [2.0, 466.0, 308.0, 18.0], shoonya_11s26RZMK0QJ4N, 5656848]
[paragraph, [2.0, 484.0, 308.0, 18.0], shoonya_11s26RZMK0QJ4N, 5656848]
[paragraph, [325.0, 449.0, 327.0, 18.0], shoonya_7sVJRN6QT5GHN7, 5656848]
[paragraph, [325.0, 467.0, 327.0, 18.0], shoonya_7sVJRN6QT5GHN7, 5656848]
[paragraph, [325.0, 485.0, 327.0, 18.0], shoonya_7sVJRN6QT5GHN7, 5656848]
[paragraph, [325.0, 503.0, 327.0, 18.0], shoonya_7sVJRN6QT5GHN7, 5656848]
[paragraph, [325.0, 521.0, 327.0, 18.0], shoonya_7sVJRN6QT5GHN7, 5656848]
[paragraph, [681.0, 453.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [681.0, 471.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [681.0, 489.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [681.0, 507.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [681.0, 525.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [681.0, 543.0, 322.0, 18.0], shoonya_5sQMSKV57L5MJV, 5656848]
[paragraph, [2.0, 512.0, 317.0, 18.0], CwWSeszhxn, 5656848]
[paragraph, [2.0, 530.0, 317.0, 18.0], CwWSeszhxn, 5656848]
[paragraph, [2.0, 548.0, 317.0, 18.0], CwWSeszhxn, 5656848]
[folio, [784.0, 579.0, 198.0, 18.0], shoonya_24s7NSUJ001WMO, 5656848]
