[1257, 857]
[chapter-title, [343.0, 33.0, 259.0, 30.0], shoonya_0s3JUX0VVYV05A, 5776447]
[paragraph, [160.0, 82.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 100.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 118.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 136.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 154.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 172.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 190.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 208.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 226.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 244.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 262.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 280.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 298.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 316.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 334.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 352.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 370.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 388.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 406.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 424.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 442.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 460.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 478.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 496.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [160.0, 514.0, 642.0, 18.0], 7gwXmV_B_D, 5776447]
[paragraph, [157.0, 534.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 552.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 570.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 588.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 606.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 624.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 642.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 660.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 678.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 696.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 714.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 732.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 750.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 768.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 786.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [157.0, 804.0, 648.0, 18.0], EBh_pR8pkM, 5776447]
[paragraph, [156.0, 833.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 851.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 869.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 887.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 905.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 923.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 941.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 959.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 977.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 995.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 1013.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 1031.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 1049.0, 651.0, 18.0], XwmH62GUBD, 5776447]
[paragraph, [156.0, 1067.0, 651.0, 18.0], XwmH62GUBD, 5776447]
