[2339, 1654]
[folio, [135.0, 92.0, 507.0, 36.0], shoonya_2s7T05ADPR3TR7, 5750457]
[paragraph, [115.0, 138.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 174.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 210.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 246.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 282.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 318.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 354.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 390.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [115.0, 426.0, 1496.0, 36.0], b6pensnEjw, 5750457]
[paragraph, [281.0, 469.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 505.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 541.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 577.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 613.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 649.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 685.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 721.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 757.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 793.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 829.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 865.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 901.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 937.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 973.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1009.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1045.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1081.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1117.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1153.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1189.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1225.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[paragraph, [281.0, 1261.0, 1172.0, 36.0], dd0uvYSZUW, 5750457]
[reference, [1051.0, 1320.0, 380.0, 36.0], shoonya_0sKM2PQFXTPTCM, 5750457]
[paragraph, [141.0, 1391.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1427.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1463.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1499.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1535.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1571.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1607.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1643.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1679.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1715.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1751.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1787.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1823.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1859.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1895.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1931.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 1967.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2003.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2039.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2075.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2111.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2147.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2183.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
[paragraph, [141.0, 2219.0, 1451.0, 36.0], shoonya_1sPW496HDAYQVZ, 5750457]
