[1755, 1240]
[paragraph, [215.0, 146.0, 885.0, 36.0], shoonya_1sLQJSSAB35KH9, 5693513]
[paragraph, [215.0, 182.0, 885.0, 36.0], shoonya_1sLQJSSAB35KH9, 5693513]
[paragraph, [215.0, 218.0, 885.0, 36.0], shoonya_1sLQJSSAB35KH9, 5693513]
[paragraph, [215.0, 254.0, 885.0, 36.0], shoonya_1sLQJSSAB35KH9, 5693513]
[paragraph, [216.0, 319.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 355.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 391.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 427.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 463.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 499.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 535.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 571.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 607.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 643.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 679.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 715.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 751.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 787.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 823.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 859.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 895.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 931.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 967.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1003.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1039.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1075.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1111.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1147.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1183.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1219.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1255.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1291.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1327.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1363.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1399.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1435.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1471.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1507.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
[paragraph, [216.0, 1543.0, 887.0, 36.0], shoonya_0sS26GQEW3E9PY, 5693513]
