[3508, 2481]
[contact-info, [537.0, 99.0, 1433.0, 52.5], 7VuTCqhpoE, 6490869]
[contact-info, [537.0, 151.5, 1433.0, 52.5], 7VuTCqhpoE, 6490869]
[contact-info, [537.0, 204.0, 1433.0, 52.5], 7VuTCqhpoE, 6490869]
[section-title, [1066.0, 593.0, 348.0, 93.0], XKugZjsaG2, 6490869]
[paragraph, [609.0, 824.0, 1231.0, 52.5], FruGjUB2NK, 6490869]
[dateline, [1915.0, 1076.0, 354.0, 52.5], a9586azO2E, 6490869]
[paragraph, [208.0, 1327.0, 485.0, 52.5], zcnz5iME_O, 6490869]
[paragraph, [189.0, 1449.0, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [189.0, 1501.5, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [189.0, 1554.0, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [189.0, 1606.5, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [189.0, 1659.0, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [189.0, 1711.5, 2107.0, 52.5], 4GyRvygC8-, 6490869]
[paragraph, [192.0, 1822.0, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 1874.5, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 1927.0, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 1979.5, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 2032.0, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 2084.5, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [192.0, 2137.0, 2107.0, 52.5], T5KJToIYIa, 6490869]
[paragraph, [217.0, 2198.0, 2157.0, 52.5], yiJyFaqbMO, 6490869]
[paragraph, [217.0, 2250.5, 2157.0, 52.5], yiJyFaqbMO, 6490869]
[paragraph, [217.0, 2303.0, 2157.0, 52.5], yiJyFaqbMO, 6490869]
[paragraph, [217.0, 2355.5, 2157.0, 52.5], yiJyFaqbMO, 6490869]
[paragraph, [217.0, 2408.0, 2157.0, 52.5], yiJyFaqbMO, 6490869]
[contact-info, [1793.0, 2820.0, 494.0, 52.5], LU__baxjHP, 6490869]
[contact-info, [1793.0, 2872.5, 494.0, 52.5], LU__baxjHP, 6490869]
[contact-info, [963.0, 3280.0, 544.0, 52.5], A1tPT5-xNx, 6490869]
