[888, 612]
[section-title, [125.0, 18.0, 314.0, 30.0], shoonya_0s9O7WILY78WGP, 6460937]
[paragraph, [54.0, 79.0, 454.0, 18.0], shoonya_6sN83I0U5YWRE0, 6460937]
[paragraph, [54.0, 97.0, 454.0, 18.0], shoonya_6sN83I0U5YWRE0, 6460937]
[paragraph, [54.0, 115.0, 454.0, 18.0], shoonya_6sN83I0U5YWRE0, 6460937]
[paragraph, [55.0, 151.0, 454.0, 18.0], shoonya_5s0NMBHH6FHZC3, 6460937]
[paragraph, [55.0, 169.0, 454.0, 18.0], shoonya_5s0NMBHH6FHZC3, 6460937]
[paragraph, [55.0, 187.0, 454.0, 18.0], shoonya_5s0NMBHH6FHZC3, 6460937]
[paragraph, [55.0, 205.0, 454.0, 18.0], shoonya_5s0NMBHH6FHZC3, 6460937]
[paragraph, [55.0, 223.0, 454.0, 18.0], shoonya_5s0NMBHH6FHZC3, 6460937]
[paragraph, [55.0, 251.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 269.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 287.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 305.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 323.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 341.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 359.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 377.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 395.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 413.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 431.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 449.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 467.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 485.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 503.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 521.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 539.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 557.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 575.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 593.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 611.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 629.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 647.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 665.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 683.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 701.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 719.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 737.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 755.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 773.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 791.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[paragraph, [55.0, 809.0, 470.0, 18.0], shoonya_4s2Z59M04ARDV7, 6460937]
[folio, [118.0, 840.0, 97.0, 18.0], shoonya_2sU1IEYLC6DP1M, 6460937]
[folio, [118.0, 858.0, 97.0, 18.0], shoonya_2sU1IEYLC6DP1M, 6460937]
