[2339, 1656]
[paragraph, [72.0, 94.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 130.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 166.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 202.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 238.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 274.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 310.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 346.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 382.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 418.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 454.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 490.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 526.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 562.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 598.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 634.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 670.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 706.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 742.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 778.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 814.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [72.0, 850.0, 705.0, 36.0], shoonya_0sUL73G3HDLG1G, 5749549]
[paragraph, [805.0, 97.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 133.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 169.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 205.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 241.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 277.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 313.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 349.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 385.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [805.0, 421.0, 709.0, 36.0], shoonya_2sC7R491V38ULR, 5749549]
[paragraph, [807.0, 479.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 515.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 551.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 587.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 623.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 659.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 695.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 731.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 767.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 803.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 839.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 875.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 911.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 947.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 983.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1019.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1055.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1091.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1127.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1163.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [807.0, 1199.0, 705.0, 36.0], 2u4OCsL0QP, 5749549]
[paragraph, [73.0, 904.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 940.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 976.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1012.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1048.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1084.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1120.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1156.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1192.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1228.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1264.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1300.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1336.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1372.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1408.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1444.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1480.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1516.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1552.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1588.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1624.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1660.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1696.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1732.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1768.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1804.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1840.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1876.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1912.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1948.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 1984.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 2020.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [73.0, 2056.0, 705.0, 36.0], shoonya_1sJ49SOZZRV51G, 5749549]
[paragraph, [1077.0, 1276.0, 171.0, 36.0], shoonya_4sQY8WXKML8V5X, 5749549]
[paragraph, [804.0, 1327.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1363.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1399.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1435.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1471.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1507.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1543.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1579.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1615.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1651.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [804.0, 1687.0, 713.0, 36.0], shoonya_3sN05FYXH4TQ5L, 5749549]
[paragraph, [890.0, 1761.0, 548.0, 36.0], d2SHrYSIat, 5749549]
[paragraph, [890.0, 1797.0, 548.0, 36.0], d2SHrYSIat, 5749549]
[paragraph, [890.0, 1833.0, 548.0, 36.0], d2SHrYSIat, 5749549]
[footnote, [809.0, 1956.0, 705.0, 36.0], L7AIyFchDz, 5749549]
[footnote, [809.0, 1992.0, 705.0, 36.0], L7AIyFchDz, 5749549]
[footnote, [809.0, 2028.0, 705.0, 36.0], L7AIyFchDz, 5749549]
