[6000, 4167]
[folio, [1125.0, 593.0, 1817.0, 52.5], 4N-4a_p58B, 5721495]
[folio, [1125.0, 645.5, 1817.0, 52.5], 4N-4a_p58B, 5721495]
[folio, [1125.0, 698.0, 1817.0, 52.5], 4N-4a_p58B, 5721495]
[folio, [1125.0, 750.5, 1817.0, 52.5], 4N-4a_p58B, 5721495]
[paragraph, [563.0, 884.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 936.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 989.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1041.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1094.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1146.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1199.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1251.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1304.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1356.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1409.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1461.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1514.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1566.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1619.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1671.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1724.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1776.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1829.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1881.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1934.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 1986.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2039.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2091.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2144.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2196.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2249.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2301.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2354.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2406.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2459.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2511.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2564.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2616.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2669.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2721.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2774.0, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [563.0, 2826.5, 3039.0, 52.5], shoonya_2sKKB6CRAAZ1YO, 5721495]
[paragraph, [593.0, 2916.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 2968.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3021.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3073.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3126.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3178.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3231.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3283.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
