[1951, 1219]
[folio, [252.0, 116.0, 200.0, 36.0], MqTKvd0Iig, 5682968]
[paragraph, [116.0, 206.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 242.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 278.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 314.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 350.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 386.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 422.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 458.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 494.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 530.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 566.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [116.0, 602.0, 988.0, 36.0], RxBTL-gjw8, 5682968]
[paragraph, [112.0, 679.0, 988.0, 36.0], J9yu19xxTw, 5682968]
[paragraph, [112.0, 715.0, 988.0, 36.0], J9yu19xxTw, 5682968]
[paragraph, [112.0, 751.0, 988.0, 36.0], J9yu19xxTw, 5682968]
[paragraph, [112.0, 787.0, 988.0, 36.0], J9yu19xxTw, 5682968]
[paragraph, [110.0, 848.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 884.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 920.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 956.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 992.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1028.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1064.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1100.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1136.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1172.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1208.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1244.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1280.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1316.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1352.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1388.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1424.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1460.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1496.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1532.0, 988.0, 36.0], D0XR240rDQ, 5682968]
[paragraph, [110.0, 1588.0, 988.0, 36.0], BT0biujoPH, 5682968]
[paragraph, [110.0, 1624.0, 988.0, 36.0], BT0biujoPH, 5682968]
[paragraph, [110.0, 1660.0, 988.0, 36.0], BT0biujoPH, 5682968]
[paragraph, [110.0, 1696.0, 988.0, 36.0], BT0biujoPH, 5682968]
[paragraph, [110.0, 1732.0, 988.0, 36.0], BT0biujoPH, 5682968]
[paragraph, [110.0, 1768.0, 988.0, 36.0], BT0biujoPH, 5682968]
