[2339, 1654]
[folio, [94.0, 63.0, 423.0, 36.0], ieTmb26E9i, 5751198]
[paragraph, [98.0, 123.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 159.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 195.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 231.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 267.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 303.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 339.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 375.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 411.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 447.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 483.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 519.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 555.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 591.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 627.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 663.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 699.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 735.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 771.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 807.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 843.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 879.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 915.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 951.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [98.0, 987.0, 1453.0, 36.0], shoonya_1sWH2660RMS0GV, 5751198]
[paragraph, [121.0, 1004.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1040.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1076.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1112.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1148.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1184.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1220.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1256.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1292.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1328.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1364.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [121.0, 1400.0, 1468.0, 36.0], shoonya_2sL7K0JBOMBYAV, 5751198]
[paragraph, [130.0, 1460.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1496.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1532.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1568.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1604.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1640.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1676.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1712.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1748.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1784.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1820.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1856.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1892.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1928.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 1964.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2000.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2036.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2072.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2108.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2144.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
[paragraph, [130.0, 2180.0, 1452.0, 36.0], shoonya_0s722ZHCW0ULMR, 5751198]
