[1650, 1050]
[section-title, [82.0, 95.0, 394.0, 49.5], kEjj1rQb7f, 5732951]
[paragraph, [80.0, 155.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 191.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 227.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 263.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 299.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 335.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 371.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 407.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 443.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 479.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [80.0, 515.0, 835.0, 36.0], shoonya_1sCCQK2DJ0J6AW, 5732951]
[paragraph, [82.0, 578.0, 830.0, 36.0], hrHuw2X9Ig, 5732951]
[paragraph, [82.0, 614.0, 830.0, 36.0], hrHuw2X9Ig, 5732951]
[paragraph, [78.0, 668.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 704.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 740.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 776.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 812.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 848.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 884.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 920.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 956.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 992.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [78.0, 1028.0, 835.0, 36.0], shoonya_2s1SX7LVIXEDPH, 5732951]
[paragraph, [80.0, 1093.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1129.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1165.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1201.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1237.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1273.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1309.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1345.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1381.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[paragraph, [80.0, 1417.0, 832.0, 36.0], shoonya_0sR3F8Q70UOUG7, 5732951]
[folio, [400.0, 1494.0, 146.0, 36.0], VptHOcfPN6, 5732951]
