[1336, 843]
[paragraph, [35.0, 29.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 47.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 65.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 83.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 101.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 119.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 137.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 155.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 173.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 191.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 209.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 227.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 245.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 263.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 281.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 299.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 317.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 335.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 353.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 371.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 389.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 407.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 425.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 443.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 461.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 479.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 497.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 515.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 533.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 551.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 569.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 587.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 605.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 623.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 641.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [35.0, 659.0, 768.0, 18.0], trCfE2HcPp, 5661101]
[paragraph, [36.0, 690.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 708.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 726.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 744.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 762.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 780.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 798.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 816.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 834.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 852.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 870.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 888.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 906.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 924.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 942.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 960.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 978.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 996.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1014.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1032.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1050.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1068.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1086.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1104.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1122.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1140.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1158.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
[paragraph, [36.0, 1176.0, 767.0, 18.0], KDrZ8hqix_, 5661101]
