[3960, 3060]
[paragraph, [780.0, 386.0, 233.0, 52.5], QHO0MLvUU-, 5699010]
[answer, [768.0, 746.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 798.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 851.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 903.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 956.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1008.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1061.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1113.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1166.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1218.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1271.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1323.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1376.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1428.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1481.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1533.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1586.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1638.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1691.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1743.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1796.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1848.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1901.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 1953.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2006.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2058.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2111.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2163.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2216.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2268.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2321.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2373.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2426.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2478.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2531.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2583.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2636.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2688.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2741.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2793.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2846.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2898.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 2951.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3003.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3056.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3108.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3161.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3213.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3266.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3318.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3371.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3423.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3476.0, 1866.0, 52.5], wuMsBYks91, 5699010]
[answer, [768.0, 3528.5, 1866.0, 52.5], wuMsBYks91, 5699010]
[paragraph, [772.0, 1576.0, 1751.0, 52.5], frNaiiwyE9, 5699010]
[paragraph, [772.0, 1628.5, 1751.0, 52.5], frNaiiwyE9, 5699010]
[section-title, [787.0, 1710.0, 948.0, 93.0], iZ3B5LUZeK, 5699010]
[paragraph, [789.0, 1836.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 1888.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 1941.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 1993.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2046.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2098.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2151.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2203.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2256.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2308.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2361.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2413.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2466.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2518.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2571.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2623.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2676.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2728.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2781.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2833.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2886.0, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[paragraph, [789.0, 2938.5, 1800.0, 52.5], shoonya_1sUYCFBHZ0EOUV, 5699010]
[section-title, [796.0, 3027.0, 982.0, 93.0], shoonya_2s7GMRX8IYPM2K, 5699010]
[paragraph, [787.0, 3152.0, 1754.0, 52.5], shoonya_0s8ASRSR1B4EX5, 5699010]
