[2338, 1654]
[paragraph, [185.0, 191.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 227.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 263.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 299.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 335.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 371.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 407.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [185.0, 443.0, 1274.0, 36.0], shoonya_0sUHXSK12MAKLU, 5754069]
[paragraph, [375.0, 516.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 552.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 588.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 624.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 660.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 696.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 732.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 768.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 804.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 840.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 876.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 912.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 948.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 984.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1020.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1056.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1092.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1128.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1164.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1200.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1236.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1272.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1308.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1344.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1380.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1416.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1452.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1488.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1524.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1560.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1596.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1632.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1668.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1704.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1740.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1776.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1812.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1848.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1884.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1920.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1956.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 1992.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
[paragraph, [375.0, 2028.0, 421.0, 36.0], Yf1QGihT8T, 5754069]
