[1650, 1275]
[paragraph, [138.0, 143.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 179.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 215.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 251.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 287.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 323.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 359.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 395.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 431.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 467.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 503.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 539.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 575.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 611.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 647.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 683.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 719.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 755.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 791.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 827.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 863.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 899.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 935.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 971.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1007.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1043.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1079.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1115.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1151.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1187.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1223.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1259.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1295.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1331.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1367.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1403.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
[paragraph, [138.0, 1439.0, 1010.0, 36.0], shoonya_0sD66CGQNUCGRM, 5703945]
