[1259, 925]
[chapter-title, [244.0, 44.0, 320.0, 30.0], shoonya_8sEIN32Y1R8K7O, 5775822]
[paragraph, [97.0, 84.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 102.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 120.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 138.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 156.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 174.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 192.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 210.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 228.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 246.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 264.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [97.0, 282.0, 620.0, 18.0], shoonya_1s5JG1UKA66BWL, 5775822]
[paragraph, [96.0, 312.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 330.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 348.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 366.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 384.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 402.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 420.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 438.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 456.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 474.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 492.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 510.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 528.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [96.0, 546.0, 622.0, 18.0], shoonya_0sVA8H7BXR1RT3, 5775822]
[paragraph, [99.0, 589.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 607.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 625.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 643.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 661.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 679.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [99.0, 697.0, 620.0, 18.0], shoonya_3sOK5NNQ3V85ZI, 5775822]
[paragraph, [98.0, 721.0, 622.0, 18.0], shoonya_5sAV6ZYY7DVL6R, 5775822]
[paragraph, [98.0, 739.0, 622.0, 18.0], shoonya_5sAV6ZYY7DVL6R, 5775822]
[paragraph, [98.0, 757.0, 622.0, 18.0], shoonya_5sAV6ZYY7DVL6R, 5775822]
[paragraph, [98.0, 775.0, 622.0, 18.0], shoonya_5sAV6ZYY7DVL6R, 5775822]
[paragraph, [99.0, 797.0, 619.0, 18.0], shoonya_4sVXO6R71GCU5T, 5775822]
[paragraph, [99.0, 815.0, 619.0, 18.0], shoonya_4sVXO6R71GCU5T, 5775822]
[paragraph, [100.0, 850.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 868.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 886.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 904.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 922.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 940.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 958.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [100.0, 976.0, 620.0, 18.0], shoonya_2sLN6HI6UYD8LL, 5775822]
[paragraph, [118.0, 1004.0, 306.0, 18.0], shoonya_7sJJ20U7PPK698, 5775822]
[paragraph, [106.0, 1030.0, 613.0, 18.0], shoonya_6sGGITT1XSLLK4, 5775822]
[paragraph, [106.0, 1048.0, 613.0, 18.0], shoonya_6sGGITT1XSLLK4, 5775822]
[paragraph, [106.0, 1066.0, 613.0, 18.0], shoonya_6sGGITT1XSLLK4, 5775822]
[paragraph, [118.0, 1080.0, 604.0, 18.0], iewtHo2tfx, 5775822]
[paragraph, [118.0, 1098.0, 604.0, 18.0], iewtHo2tfx, 5775822]
