[1823, 1375]
[folio, [499.0, 105.0, 358.0, 36.0], shoonya_1sIBQEPAQQPPVG, 5683878]
[paragraph, [97.0, 171.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 207.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 243.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 279.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 315.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 351.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 387.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 423.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 459.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 495.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 531.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 567.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 603.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 639.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 675.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 711.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 747.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 783.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 819.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 855.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 891.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 927.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 963.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 999.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1035.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1071.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1107.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1143.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1179.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1215.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1251.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1287.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1323.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1359.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1395.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1431.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1467.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1503.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1539.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1575.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1611.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1647.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [97.0, 1683.0, 586.0, 36.0], Uuustdn1eK, 5683878]
[paragraph, [696.0, 174.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 210.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 246.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 282.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 318.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 354.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 390.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 426.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 462.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 498.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 534.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 570.0, 587.0, 36.0], z1axO3ma7I, 5683878]
