[2200, 1656]
[paragraph, [783.0, 89.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 125.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 161.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 197.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 233.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 269.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 305.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 341.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 377.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 413.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [783.0, 449.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [28.0, 108.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 144.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 180.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 216.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 252.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 288.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 324.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 360.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 396.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 432.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 468.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 504.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 540.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 576.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 612.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [28.0, 648.0, 754.0, 36.0], shoonya_0sOKB1XDQJ6N4O, 5654305]
[paragraph, [801.0, 489.0, 764.0, 36.0], shoonya_6sGVQVI3G6FXXR, 5654305]
[paragraph, [801.0, 525.0, 764.0, 36.0], shoonya_6sGVQVI3G6FXXR, 5654305]
[paragraph, [801.0, 561.0, 764.0, 36.0], shoonya_6sGVQVI3G6FXXR, 5654305]
[paragraph, [801.0, 597.0, 764.0, 36.0], shoonya_6sGVQVI3G6FXXR, 5654305]
[paragraph, [801.0, 633.0, 764.0, 36.0], shoonya_6sGVQVI3G6FXXR, 5654305]
[paragraph, [1049.0, 685.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 721.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 757.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 793.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 829.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 865.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 901.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 937.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 973.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 1009.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[paragraph, [1049.0, 1045.0, 518.0, 36.0], shoonya_5sQTV9IICV0PUQ, 5654305]
[sidebar, [529.0, 703.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 739.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 775.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 811.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 847.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 883.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 919.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 955.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 991.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1027.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1063.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1099.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1135.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1171.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[sidebar, [529.0, 1207.0, 520.0, 36.0], NRTnCGomO8, 5654305]
[paragraph, [41.0, 715.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 751.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 787.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 823.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 859.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 895.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 931.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 967.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1003.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1039.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1075.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1111.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1147.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1183.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [41.0, 1219.0, 499.0, 36.0], shoonya_2sTI7X04Y0HI04, 5654305]
[paragraph, [1053.0, 1086.0, 520.0, 36.0], shoonya_8sP9FFQ8QZVGMK, 5654305]
[paragraph, [1053.0, 1122.0, 520.0, 36.0], shoonya_8sP9FFQ8QZVGMK, 5654305]
[paragraph, [1053.0, 1158.0, 520.0, 36.0], shoonya_8sP9FFQ8QZVGMK, 5654305]
[paragraph, [1053.0, 1194.0, 520.0, 36.0], shoonya_8sP9FFQ8QZVGMK, 5654305]
[paragraph, [809.0, 1221.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1257.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1293.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1329.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1365.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1401.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1437.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1473.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1509.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1545.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1581.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1617.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1653.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1689.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1725.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1761.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1797.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [809.0, 1833.0, 796.0, 36.0], shoonya_1sOES5G2XY3XDM, 5654305]
[paragraph, [53.0, 1286.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1322.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1358.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1394.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1430.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1466.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1502.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1538.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1574.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1610.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1646.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1682.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
