[1298, 853]
[section-title, [299.0, 68.0, 236.0, 30.0], shoonya_5sF7X9G4BZ5AYL, 5709769]
[paragraph, [69.0, 114.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 132.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 150.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 168.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 186.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 204.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 222.0, 706.0, 18.0], shoonya_3s20QN4FIRT9OS, 5709769]
[paragraph, [69.0, 245.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 263.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 281.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 299.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 317.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 335.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 353.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 371.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 389.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 407.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 425.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 443.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 461.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 479.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 497.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 515.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 533.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 551.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 569.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 587.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 605.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 623.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 641.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [69.0, 659.0, 714.0, 18.0], shoonya_1sQLUFV9RTLU8S, 5709769]
[paragraph, [72.0, 692.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 710.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 728.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 746.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 764.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 782.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 800.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 818.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [72.0, 836.0, 711.0, 18.0], shoonya_0sBXS0GEAOJZRB, 5709769]
[paragraph, [73.0, 854.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 872.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 890.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 908.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 926.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 944.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 962.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 980.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [73.0, 998.0, 709.0, 18.0], shoonya_2sXK89F94B2PFW, 5709769]
[paragraph, [71.0, 1015.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1033.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1051.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1069.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1087.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1105.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1123.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1141.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1159.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1177.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
[paragraph, [71.0, 1195.0, 713.0, 18.0], shoonya_4sZ1ISU5KA66G0, 5709769]
