[1387, 987]
[paragraph, [48.0, 42.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 60.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 78.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 96.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 114.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 132.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 150.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 168.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 186.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 204.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 222.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 240.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [48.0, 258.0, 862.0, 18.0], shoonya_0sY8X8R25KHRWK, 5653079]
[paragraph, [24.0, 277.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 295.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 313.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 331.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 349.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 367.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 385.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 403.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 421.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 439.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 457.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 475.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [24.0, 493.0, 934.0, 18.0], 33lBFciJ78, 5653079]
[paragraph, [41.0, 512.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 530.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 548.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 566.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 584.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 602.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 620.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 638.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 656.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [41.0, 674.0, 922.0, 18.0], 0oWIshggNq, 5653079]
[paragraph, [32.0, 711.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 729.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 747.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 765.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 783.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 801.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 819.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 837.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [32.0, 855.0, 917.0, 18.0], UiwcWxOo1y, 5653079]
[paragraph, [34.0, 877.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 895.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 913.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 931.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 949.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 967.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 985.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 1003.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 1021.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [34.0, 1039.0, 919.0, 18.0], EfG6wUWdDW, 5653079]
[paragraph, [22.0, 1060.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1078.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1096.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1114.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1132.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1150.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1168.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1186.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1204.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
[paragraph, [22.0, 1222.0, 942.0, 18.0], R2B5ej2hsL, 5653079]
