[1650, 1275]
[headline, [96.0, 82.0, 523.0, 37.5], GFYVrSuyvq, 5722467]
[paragraph, [159.0, 290.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 326.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 362.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 398.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 434.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 470.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 506.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 542.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 578.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 614.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 650.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 686.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 722.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 758.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 794.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 830.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 866.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 902.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 938.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 974.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 1010.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 1046.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [159.0, 1082.0, 570.0, 36.0], shoonya_1s2D581VQ5BSWX, 5722467]
[paragraph, [160.0, 1131.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[paragraph, [160.0, 1167.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[paragraph, [160.0, 1203.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[paragraph, [160.0, 1239.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[paragraph, [160.0, 1275.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[paragraph, [160.0, 1311.0, 571.0, 36.0], shoonya_2s8I4EK7STJI9K, 5722467]
[folio, [165.0, 1508.0, 255.0, 36.0], iOFGFu5zdV, 5722467]
