[2428, 1814]
[paragraph, [232.0, 144.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [232.0, 180.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [232.0, 216.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [232.0, 252.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [232.0, 288.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [232.0, 324.0, 734.0, 36.0], shoonya_0sTXOKAXEWSROL, 5694423]
[paragraph, [982.0, 153.0, 724.0, 36.0], RwLrbgIEDq, 5694423]
[paragraph, [982.0, 189.0, 724.0, 36.0], RwLrbgIEDq, 5694423]
[paragraph, [982.0, 246.0, 724.0, 36.0], c03r8k1LHx, 5694423]
[paragraph, [980.0, 320.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [980.0, 356.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [980.0, 392.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [980.0, 428.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [980.0, 464.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [980.0, 500.0, 726.0, 36.0], pkEHHfEW-T, 5694423]
[paragraph, [220.0, 418.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 454.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 490.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 526.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 562.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 598.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 634.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 670.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 706.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 742.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 778.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 814.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 850.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 886.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 922.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 958.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [220.0, 994.0, 739.0, 36.0], Ok7ll5SrFv, 5694423]
[paragraph, [982.0, 552.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 588.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 624.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 660.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 696.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 732.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 768.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 804.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 840.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 876.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 912.0, 724.0, 36.0], YshG4QsE23, 5694423]
[paragraph, [982.0, 973.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1009.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1045.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1081.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1117.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1153.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1189.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [982.0, 1225.0, 713.0, 36.0], Id9a85Fwcq, 5694423]
[paragraph, [244.0, 1055.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1091.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1127.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1163.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1199.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1235.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1271.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1307.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1343.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [244.0, 1379.0, 702.0, 36.0], y9LwJ1muvJ, 5694423]
[paragraph, [982.0, 1273.0, 711.0, 36.0], m-pL1i4WbH, 5694423]
[paragraph, [982.0, 1309.0, 711.0, 36.0], m-pL1i4WbH, 5694423]
[paragraph, [982.0, 1345.0, 711.0, 36.0], m-pL1i4WbH, 5694423]
[paragraph, [982.0, 1381.0, 711.0, 36.0], m-pL1i4WbH, 5694423]
[paragraph, [982.0, 1417.0, 711.0, 36.0], m-pL1i4WbH, 5694423]
[paragraph, [244.0, 1435.0, 704.0, 36.0], xJQ7VdHyWl, 5694423]
[paragraph, [244.0, 1471.0, 704.0, 36.0], xJQ7VdHyWl, 5694423]
[paragraph, [244.0, 1507.0, 704.0, 36.0], xJQ7VdHyWl, 5694423]
[paragraph, [244.0, 1543.0, 704.0, 36.0], xJQ7VdHyWl, 5694423]
[paragraph, [244.0, 1579.0, 704.0, 36.0], xJQ7VdHyWl, 5694423]
[paragraph, [974.0, 1464.0, 713.0, 36.0], oPBhaQpZzP, 5694423]
[paragraph, [974.0, 1500.0, 713.0, 36.0], oPBhaQpZzP, 5694423]
[paragraph, [974.0, 1536.0, 713.0, 36.0], oPBhaQpZzP, 5694423]
[paragraph, [974.0, 1572.0, 713.0, 36.0], oPBhaQpZzP, 5694423]
[paragraph, [966.0, 1623.0, 735.0, 36.0], dKyyl7O8PU, 5694423]
[paragraph, [966.0, 1659.0, 735.0, 36.0], dKyyl7O8PU, 5694423]
[paragraph, [966.0, 1695.0, 735.0, 36.0], dKyyl7O8PU, 5694423]
[paragraph, [966.0, 1731.0, 735.0, 36.0], dKyyl7O8PU, 5694423]
[paragraph, [966.0, 1767.0, 735.0, 36.0], dKyyl7O8PU, 5694423]
[paragraph, [244.0, 1666.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [244.0, 1702.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [244.0, 1738.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [244.0, 1774.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [244.0, 1810.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [244.0, 1846.0, 702.0, 36.0], gckejPue2H, 5694423]
[paragraph, [966.0, 1813.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 1849.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 1885.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 1921.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 1957.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 1993.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 2029.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [966.0, 2065.0, 740.0, 36.0], e1CRC9CLn-, 5694423]
[paragraph, [225.0, 1887.0, 723.0, 36.0], 537NM0RhnV, 5694423]
[paragraph, [225.0, 1923.0, 723.0, 36.0], 537NM0RhnV, 5694423]
[paragraph, [225.0, 1959.0, 723.0, 36.0], 537NM0RhnV, 5694423]
[paragraph, [225.0, 1995.0, 723.0, 36.0], 537NM0RhnV, 5694423]
[paragraph, [214.0, 2038.0, 733.0, 36.0], oE686QSAS6, 5694423]
[paragraph, [214.0, 2074.0, 733.0, 36.0], oE686QSAS6, 5694423]
[paragraph, [968.0, 2110.0, 741.0, 36.0], XHXB_UpwLT, 5694423]
[paragraph, [968.0, 2146.0, 741.0, 36.0], XHXB_UpwLT, 5694423]
[paragraph, [968.0, 2182.0, 741.0, 36.0], XHXB_UpwLT, 5694423]
[paragraph, [211.0, 2119.0, 730.0, 36.0], jKUcUB3JMu, 5694423]
[paragraph, [211.0, 2155.0, 730.0, 36.0], jKUcUB3JMu, 5694423]
[paragraph, [211.0, 2191.0, 730.0, 36.0], jKUcUB3JMu, 5694423]
