[2200, 1700]
[paragraph, [335.0, 82.0, 1080.0, 36.0], shoonya_1sHPC008KDPXHK, 5731151]
[paragraph, [335.0, 118.0, 1080.0, 36.0], shoonya_1sHPC008KDPXHK, 5731151]
[paragraph, [335.0, 154.0, 1080.0, 36.0], shoonya_1sHPC008KDPXHK, 5731151]
[paragraph, [335.0, 190.0, 1080.0, 36.0], shoonya_1sHPC008KDPXHK, 5731151]
[paragraph, [329.0, 254.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 290.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 326.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 362.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 398.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 434.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 470.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 506.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 542.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 578.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 614.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 650.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 686.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 722.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 758.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 794.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 830.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 866.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 902.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 938.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 974.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 1010.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [329.0, 1046.0, 1099.0, 36.0], shoonya_2sV0NKS46DEWQY, 5731151]
[paragraph, [328.0, 1104.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1140.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1176.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1212.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1248.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1284.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1320.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1356.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1392.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1428.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1464.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1500.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1536.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1572.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1608.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1644.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1680.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1716.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1752.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1788.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[paragraph, [328.0, 1824.0, 1086.0, 36.0], shoonya_0sXS8TUOACYR6N, 5731151]
[folio, [411.0, 2019.0, 360.0, 36.0], cPP466ooJn, 5731151]
