[3509, 2482]
[folio, [845.0, 215.0, 503.0, 52.5], fi0UXFy5aH, 5691815]
[paragraph, [159.0, 328.0, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 380.5, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 433.0, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 485.5, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 538.0, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 590.5, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [159.0, 643.0, 1856.0, 52.5], 9kxl1n_EV_, 5691815]
[paragraph, [275.0, 743.0, 666.0, 52.5], Nu86ELPOAW, 5691815]
[paragraph, [187.0, 807.0, 1859.0, 52.5], 1FUSENiY8c, 5691815]
[paragraph, [187.0, 859.5, 1859.0, 52.5], 1FUSENiY8c, 5691815]
[paragraph, [165.0, 964.0, 1859.0, 52.5], 5S0uku4ONz, 5691815]
[paragraph, [165.0, 1016.5, 1859.0, 52.5], 5S0uku4ONz, 5691815]
[paragraph, [165.0, 1069.0, 1859.0, 52.5], 5S0uku4ONz, 5691815]
[paragraph, [278.0, 1130.0, 1292.0, 52.5], g_VHdqKxP5, 5691815]
[paragraph, [190.0, 1205.0, 1834.0, 52.5], 3vSVZ1_4kQ, 5691815]
[paragraph, [190.0, 1257.5, 1834.0, 52.5], 3vSVZ1_4kQ, 5691815]
[paragraph, [190.0, 1310.0, 1834.0, 52.5], 3vSVZ1_4kQ, 5691815]
[paragraph, [190.0, 1362.5, 1834.0, 52.5], 3vSVZ1_4kQ, 5691815]
[paragraph, [291.0, 1436.0, 1029.0, 52.5], ZvtBydIbti, 5691815]
[paragraph, [287.0, 1508.0, 228.0, 52.5], FuBi3Z23ig, 5691815]
[paragraph, [184.0, 1593.0, 1837.0, 52.5], tPwkV_50_c, 5691815]
[paragraph, [184.0, 1645.5, 1837.0, 52.5], tPwkV_50_c, 5691815]
[paragraph, [184.0, 1698.0, 1837.0, 52.5], tPwkV_50_c, 5691815]
[paragraph, [184.0, 1750.5, 1837.0, 52.5], tPwkV_50_c, 5691815]
[paragraph, [184.0, 1815.0, 1856.0, 52.5], 2IbV-tvRKp, 5691815]
[paragraph, [184.0, 1867.5, 1856.0, 52.5], 2IbV-tvRKp, 5691815]
[paragraph, [184.0, 1920.0, 1856.0, 52.5], 2IbV-tvRKp, 5691815]
[paragraph, [291.0, 1978.0, 1154.0, 52.5], VujBWKHuXy, 5691815]
[paragraph, [303.0, 2059.0, 172.0, 52.5], PE4F8s5-cy, 5691815]
[paragraph, [297.0, 2137.0, 1361.0, 52.5], Ei8I6cetn-, 5691815]
[paragraph, [309.0, 2216.0, 660.0, 52.5], NYrqGwRSrJ, 5691815]
[paragraph, [197.0, 2297.0, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2349.5, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2402.0, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2454.5, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2507.0, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2559.5, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [197.0, 2612.0, 1827.0, 52.5], 3gxkY9qqvc, 5691815]
[paragraph, [178.0, 2679.0, 1884.0, 52.5], z5bR7kJk3B, 5691815]
[paragraph, [178.0, 2731.5, 1884.0, 52.5], z5bR7kJk3B, 5691815]
[paragraph, [178.0, 2784.0, 1884.0, 52.5], z5bR7kJk3B, 5691815]
[paragraph, [316.0, 2839.0, 319.0, 52.5], 2waqB5n4xi, 5691815]
[paragraph, [172.0, 2917.0, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 2969.5, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3022.0, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3074.5, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3127.0, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3179.5, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3232.0, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
[paragraph, [172.0, 3284.5, 1910.0, 52.5], shoonya_1s2BO2PRI91D3M, 5691815]
