[1725, 1275]
[chapter-title, [32.0, 45.0, 330.0, 58.5], shoonya_4sS1STHJAFSO8S, 5712868]
[dateline, [25.0, 127.0, 305.0, 64.5], NMbqK4gWY3, 5712868]
[dateline, [35.0, 194.0, 239.0, 64.5], AbJFaP2NOG, 5712868]
[section-title, [24.0, 291.0, 250.0, 49.5], VgwsiV9JAT, 5712868]
[paragraph, [30.0, 382.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 418.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 454.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 490.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 526.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 562.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 598.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 634.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[paragraph, [30.0, 670.0, 247.0, 36.0], H8xfmsWpbV, 5712868]
[dateline, [46.0, 885.0, 434.0, 64.5], JpSkc8esde, 5712868]
[paragraph, [72.0, 1025.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [72.0, 1061.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [72.0, 1097.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [72.0, 1133.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [72.0, 1169.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [72.0, 1205.0, 398.0, 36.0], IJL2DboPvr, 5712868]
[paragraph, [490.0, 1030.0, 380.0, 36.0], shoonya_3s5OPE1C0PKW7H, 5712868]
[paragraph, [490.0, 1066.0, 380.0, 36.0], shoonya_3s5OPE1C0PKW7H, 5712868]
[paragraph, [490.0, 1102.0, 380.0, 36.0], shoonya_3s5OPE1C0PKW7H, 5712868]
[paragraph, [490.0, 1138.0, 380.0, 36.0], shoonya_3s5OPE1C0PKW7H, 5712868]
[paragraph, [490.0, 1174.0, 380.0, 36.0], shoonya_3s5OPE1C0PKW7H, 5712868]
[paragraph, [973.0, 1245.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1281.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1317.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1353.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1389.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1425.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1461.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [973.0, 1497.0, 247.0, 36.0], shoonya_0s0URO7FW0254W, 5712868]
[paragraph, [471.0, 1262.0, 410.0, 36.0], shoonya_2sH95AHY097F6Q, 5712868]
[paragraph, [471.0, 1298.0, 410.0, 36.0], shoonya_2sH95AHY097F6Q, 5712868]
[paragraph, [471.0, 1334.0, 410.0, 36.0], shoonya_2sH95AHY097F6Q, 5712868]
[paragraph, [471.0, 1370.0, 410.0, 36.0], shoonya_2sH95AHY097F6Q, 5712868]
[paragraph, [471.0, 1406.0, 410.0, 36.0], shoonya_2sH95AHY097F6Q, 5712868]
[paragraph, [83.0, 1307.0, 380.0, 36.0], shoonya_5sNZ9GTTUCACU8, 5712868]
[paragraph, [83.0, 1343.0, 380.0, 36.0], shoonya_5sNZ9GTTUCACU8, 5712868]
[paragraph, [83.0, 1379.0, 380.0, 36.0], shoonya_5sNZ9GTTUCACU8, 5712868]
[dateline, [75.0, 1445.0, 180.0, 64.5], 1zluYt2EC9, 5712868]
[sidebar, [483.0, 1533.0, 166.0, 36.0], shoonya_6s5NNQNF4UUN33, 5712868]
