[792, 612]
[folio, [60.0, 32.0, 65.0, 18.0], 4xhhns87kV, 6515829]
[sidebar, [225.0, 356.0, 163.0, 18.0], gnZ9WWi3MD, 6515829]
[sidebar, [225.0, 374.0, 163.0, 18.0], gnZ9WWi3MD, 6515829]
[sidebar, [225.0, 392.0, 163.0, 18.0], gnZ9WWi3MD, 6515829]
[sidebar, [225.0, 410.0, 163.0, 18.0], gnZ9WWi3MD, 6515829]
[sidebar, [225.0, 428.0, 163.0, 18.0], gnZ9WWi3MD, 6515829]
[paragraph, [393.0, 359.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [393.0, 377.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [393.0, 395.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [393.0, 413.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [393.0, 431.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [393.0, 449.0, 161.0, 18.0], ky13VnlU-f, 6515829]
[paragraph, [55.0, 360.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [55.0, 378.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [55.0, 396.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [55.0, 414.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [55.0, 432.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [55.0, 450.0, 166.0, 18.0], 61zCSU-IwG, 6515829]
[paragraph, [224.0, 468.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 486.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 504.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 522.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 540.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 558.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 576.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 594.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 612.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 630.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 648.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 666.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [224.0, 684.0, 161.0, 18.0], HgfP-SWjLW, 6515829]
[paragraph, [53.0, 470.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 488.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 506.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 524.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 542.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 560.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 578.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 596.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 614.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 632.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 650.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 668.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 686.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 704.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [53.0, 722.0, 167.0, 18.0], aGTW3Q31TK, 6515829]
[paragraph, [393.0, 471.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 489.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 507.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 525.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 543.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 561.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 579.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 597.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 615.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [393.0, 633.0, 163.0, 18.0], TJnINu4KtB, 6515829]
[paragraph, [391.0, 662.0, 165.0, 18.0], LboL3yqk40, 6515829]
[paragraph, [391.0, 680.0, 165.0, 18.0], LboL3yqk40, 6515829]
[paragraph, [391.0, 698.0, 165.0, 18.0], LboL3yqk40, 6515829]
[paragraph, [391.0, 716.0, 165.0, 18.0], LboL3yqk40, 6515829]
[paragraph, [225.0, 712.0, 162.0, 18.0], BWg0LJoeDR, 6515829]
[paragraph, [225.0, 730.0, 162.0, 18.0], BWg0LJoeDR, 6515829]
