[1448, 2048]
[section-title, [586.0, 346.0, 890.0, 30.0], shoonya_0s2ZGDNMBYRXGF, 6473831]
[section-title, [586.0, 376.0, 890.0, 30.0], shoonya_0s2ZGDNMBYRXGF, 6473831]
[section-title, [586.0, 406.0, 890.0, 30.0], shoonya_0s2ZGDNMBYRXGF, 6473831]
[unordered-list, [131.0, 473.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 491.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 509.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 527.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 545.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 563.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 581.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 599.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 617.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 635.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 653.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 671.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 689.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 707.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 725.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 743.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 761.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 779.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 797.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 815.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 833.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 851.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 869.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 887.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 905.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 923.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 941.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 959.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 977.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 995.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1013.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1031.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1049.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1067.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1085.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[unordered-list, [131.0, 1103.0, 1604.0, 18.0], shoonya_3s55ZXE9TVA1T3, 6473831]
[folio, [499.0, 1291.0, 806.0, 18.0], B682--c_hJ, 6473831]
[folio, [499.0, 1309.0, 806.0, 18.0], B682--c_hJ, 6473831]
[folio, [499.0, 1327.0, 806.0, 18.0], B682--c_hJ, 6473831]
[folio, [1385.0, 1295.0, 173.0, 18.0], OASJiNLncB, 6473831]
[folio, [1385.0, 1313.0, 173.0, 18.0], OASJiNLncB, 6473831]
