[709, 412]
[paragraph, [27.0, 49.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 67.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 85.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 103.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 121.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 139.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 157.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 175.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 193.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 211.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 229.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 247.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 265.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 283.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 301.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 319.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 337.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 355.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 373.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 391.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 409.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 427.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 445.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 463.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 481.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 499.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 517.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 535.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 553.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 571.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 589.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 607.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 625.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [27.0, 643.0, 177.0, 18.0], EizyySYbBf, 5740638]
[paragraph, [202.0, 51.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 69.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 87.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 105.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 123.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 141.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 159.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 177.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 195.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 213.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 231.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 249.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 267.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 285.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 303.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 321.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 339.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 357.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 375.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 393.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 411.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 429.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 447.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 465.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 483.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 501.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 519.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 537.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 555.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 573.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 591.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 609.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 627.0, 179.0, 18.0], F0tYn7l800, 5740638]
[paragraph, [202.0, 645.0, 179.0, 18.0], F0tYn7l800, 5740638]
[footnote, [236.0, 689.0, 152.0, 18.0], u9hE5vSVdK, 5740638]
