[1275, 1650]
[folio, [216.0, 113.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 131.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 149.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 167.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 185.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 203.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 221.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 239.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 257.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 275.0, 589.0, 18.0], r2382kK6La, 5763897]
[folio, [216.0, 293.0, 589.0, 18.0], r2382kK6La, 5763897]
[second-level-question, [843.0, 171.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 189.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 207.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 225.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 243.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 261.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 279.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 297.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 315.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 333.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 351.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 369.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 387.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 405.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[second-level-question, [843.0, 423.0, 771.0, 18.0], rcDA_Vk5iW, 5763897]
[sidebar, [82.0, 323.0, 129.0, 18.0], 9ZWSn8HBnI, 5763897]
[sidebar, [552.0, 323.0, 237.0, 18.0], 1_H0qaTfhv, 5763897]
[sidebar, [641.0, 356.0, 152.0, 18.0], 4Vq6FWFcT1, 5763897]
[sidebar, [641.0, 374.0, 152.0, 18.0], 4Vq6FWFcT1, 5763897]
[second-level-question, [67.0, 401.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 419.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 437.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 455.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 473.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 491.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 509.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 527.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 545.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 563.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 581.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 599.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 617.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 635.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 653.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 671.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 689.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 707.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 725.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 743.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 761.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 779.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[second-level-question, [67.0, 797.0, 759.0, 18.0], shoonya_0sNOTFWQOX85QC, 5763897]
[sidebar, [1454.0, 476.0, 136.0, 18.0], dK3_gSSTSp, 5763897]
[sidebar, [1454.0, 494.0, 136.0, 18.0], dK3_gSSTSp, 5763897]
[second-level-question, [827.0, 519.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 537.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 555.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 573.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 591.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 609.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 627.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 645.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 663.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 681.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 699.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 717.0, 744.0, 18.0], ttriQaiidm, 5763897]
