[792, 612]
[folio, [368.0, 61.0, 89.0, 18.0], EMfPDwlEUW, 6493559]
[paragraph, [96.0, 88.0, 390.0, 18.0], shoonya_0sLBQW4V4INTH8, 6493559]
[paragraph, [96.0, 106.0, 390.0, 18.0], shoonya_0sLBQW4V4INTH8, 6493559]
[paragraph, [96.0, 124.0, 390.0, 18.0], shoonya_0sLBQW4V4INTH8, 6493559]
[paragraph, [96.0, 142.0, 390.0, 18.0], shoonya_0sLBQW4V4INTH8, 6493559]
[paragraph, [96.0, 160.0, 390.0, 18.0], shoonya_0sLBQW4V4INTH8, 6493559]
[paragraph, [96.0, 185.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 203.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 221.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 239.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 257.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 275.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 293.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 311.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 329.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 347.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [96.0, 365.0, 389.0, 18.0], vLPy0kTTkN, 6493559]
[paragraph, [91.0, 383.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 401.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 419.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 437.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 455.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 473.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [91.0, 491.0, 394.0, 18.0], ZgHyAA2FtI, 6493559]
[paragraph, [151.0, 527.0, 332.0, 18.0], 9jskXjZykU, 6493559]
[paragraph, [91.0, 552.0, 387.0, 18.0], 1Xo0yccffZ, 6493559]
[paragraph, [91.0, 570.0, 387.0, 18.0], 1Xo0yccffZ, 6493559]
[paragraph, [91.0, 588.0, 387.0, 18.0], 1Xo0yccffZ, 6493559]
[paragraph, [91.0, 606.0, 387.0, 18.0], 1Xo0yccffZ, 6493559]
[paragraph, [91.0, 624.0, 387.0, 18.0], 1Xo0yccffZ, 6493559]
[paragraph, [91.0, 649.0, 391.0, 18.0], T1rR1hFjfm, 6493559]
[paragraph, [91.0, 667.0, 391.0, 18.0], T1rR1hFjfm, 6493559]
[paragraph, [91.0, 685.0, 391.0, 18.0], T1rR1hFjfm, 6493559]
[paragraph, [91.0, 703.0, 391.0, 18.0], T1rR1hFjfm, 6493559]
