[2241, 1733]
[paragraph, [848.0, 180.0, 766.0, 36.0], shoonya_8s9FUY5K5GEB46, 5654569]
[paragraph, [848.0, 216.0, 766.0, 36.0], shoonya_8s9FUY5K5GEB46, 5654569]
[paragraph, [59.0, 193.0, 768.0, 36.0], shoonya_7sTKCPF7R48KMD, 5654569]
[paragraph, [59.0, 229.0, 768.0, 36.0], shoonya_7sTKCPF7R48KMD, 5654569]
[paragraph, [59.0, 265.0, 768.0, 36.0], shoonya_7sTKCPF7R48KMD, 5654569]
[paragraph, [59.0, 301.0, 768.0, 36.0], shoonya_7sTKCPF7R48KMD, 5654569]
[paragraph, [854.0, 285.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 321.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 357.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 393.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 429.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 465.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 501.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 537.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 573.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 609.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 645.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 681.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 717.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 753.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 789.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 825.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 861.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 897.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [854.0, 933.0, 760.0, 36.0], shoonya_1sV9N6E36GFLC7, 5654569]
[paragraph, [55.0, 340.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 376.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 412.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 448.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 484.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 520.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 556.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 592.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 628.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 664.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 700.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 736.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [55.0, 772.0, 774.0, 36.0], shoonya_4sQNXJKHYLKGZJ, 5654569]
[paragraph, [76.0, 798.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 834.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 870.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 906.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 942.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 978.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1014.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1050.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1086.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1122.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1158.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1194.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1230.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1266.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [76.0, 1302.0, 768.0, 36.0], shoonya_2sZ8NDNLAF8TNU, 5654569]
[paragraph, [863.0, 968.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1004.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1040.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1076.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1112.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1148.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1184.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1220.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1256.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1292.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1328.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1364.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1400.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [863.0, 1436.0, 760.0, 36.0], shoonya_3sMO8DP4CIO2ZA, 5654569]
[paragraph, [85.0, 1351.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1387.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1423.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1459.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1495.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1531.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1567.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1603.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1639.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1675.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1711.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1747.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1783.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1819.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1855.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1891.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1927.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1963.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 1999.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 2035.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [85.0, 2071.0, 767.0, 36.0], shoonya_0s2U0AKO83AT7Z, 5654569]
[paragraph, [871.0, 1458.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1494.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1530.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1566.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
