[1089, 690]
[chapter-title, [327.0, 101.0, 283.0, 30.0], shoonya_5sR6ID8F5UXIVH, 5760251]
[chapter-title, [327.0, 131.0, 283.0, 30.0], shoonya_5sR6ID8F5UXIVH, 5760251]
[paragraph, [69.0, 214.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 232.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 250.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 268.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 286.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 304.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [69.0, 322.0, 549.0, 18.0], shoonya_0s629HUKK5182O, 5760251]
[paragraph, [71.0, 352.0, 547.0, 18.0], shoonya_1sJNZ7FCA7N7BT, 5760251]
[paragraph, [71.0, 370.0, 547.0, 18.0], shoonya_1sJNZ7FCA7N7BT, 5760251]
[paragraph, [71.0, 388.0, 547.0, 18.0], shoonya_1sJNZ7FCA7N7BT, 5760251]
[paragraph, [71.0, 406.0, 547.0, 18.0], shoonya_1sJNZ7FCA7N7BT, 5760251]
[paragraph, [70.0, 440.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 458.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 476.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 494.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 512.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 530.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 548.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 566.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 584.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 602.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 620.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 638.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 656.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 674.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 692.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 710.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 728.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 746.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 764.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 782.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [70.0, 800.0, 548.0, 18.0], shoonya_3sLTX4A762DNNX, 5760251]
[paragraph, [72.0, 834.0, 547.0, 18.0], shoonya_4sQ710CIAMO82Y, 5760251]
[paragraph, [72.0, 852.0, 547.0, 18.0], shoonya_4sQ710CIAMO82Y, 5760251]
[paragraph, [72.0, 870.0, 547.0, 18.0], shoonya_4sQ710CIAMO82Y, 5760251]
[paragraph, [72.0, 888.0, 547.0, 18.0], shoonya_4sQ710CIAMO82Y, 5760251]
