[720, 504]
[folio, [39.0, 86.0, 269.0, 18.0], shoonya_6s0XRUM1AWCHSE, 5652620]
[paragraph, [36.0, 108.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 126.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 144.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 162.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 180.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 198.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 216.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 234.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 252.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 270.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 288.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 306.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 324.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 342.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 360.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 378.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [36.0, 396.0, 202.0, 18.0], shoonya_2s29FGX6M8R46C, 5652620]
[paragraph, [246.0, 109.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [246.0, 127.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [246.0, 145.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [246.0, 163.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [246.0, 181.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [246.0, 199.0, 201.0, 18.0], shoonya_4sLEWF889FF6WE, 5652620]
[paragraph, [247.0, 228.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 246.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 264.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 282.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 300.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 318.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 336.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 354.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 372.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [247.0, 390.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
