[2339, 1656]
[paragraph, [120.0, 95.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 131.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 167.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 203.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 239.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 275.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 311.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 347.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 383.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 419.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 455.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 491.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [120.0, 527.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [862.0, 96.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [862.0, 132.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [862.0, 168.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [862.0, 204.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [862.0, 240.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [862.0, 276.0, 712.0, 36.0], shoonya_7sR7I7G0CCF96Q, 5749924]
[paragraph, [869.0, 364.0, 705.0, 36.0], shoonya_9sI1RKOAI4VZ9H, 5749924]
[paragraph, [867.0, 434.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 470.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 506.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 542.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 578.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 614.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 650.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[paragraph, [867.0, 686.0, 707.0, 36.0], shoonya_3sRT3JZ2HJSTQT, 5749924]
[section-title, [334.0, 626.0, 286.0, 52.5], ynX4oGdOxE, 5749924]
[paragraph, [172.0, 714.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 750.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 786.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 822.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 858.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 894.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 930.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 966.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [172.0, 1002.0, 607.0, 36.0], UK2NOlNyDd, 5749924]
[paragraph, [867.0, 748.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 784.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 820.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 856.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 892.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 928.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [867.0, 964.0, 712.0, 36.0], shoonya_2s4306FYX14KI0, 5749924]
[paragraph, [919.0, 1020.0, 515.0, 36.0], shoonya_5sYUFXNRR6EUMQ, 5749924]
[paragraph, [871.0, 1073.0, 717.0, 36.0], 6Czg5oUIkU, 5749924]
[paragraph, [871.0, 1109.0, 717.0, 36.0], 6Czg5oUIkU, 5749924]
[paragraph, [177.0, 1074.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1110.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1146.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1182.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1218.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1254.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1290.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1326.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1362.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1398.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1434.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1470.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1506.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1542.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1578.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1614.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1650.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1686.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1722.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1758.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1794.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1830.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1866.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1902.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1938.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 1974.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 2010.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [177.0, 2046.0, 610.0, 36.0], shoonya_1sXCOKJIS1YZUH, 5749924]
[paragraph, [861.0, 1180.0, 728.0, 36.0], OOLi6vtAjv, 5749924]
[paragraph, [861.0, 1216.0, 728.0, 36.0], OOLi6vtAjv, 5749924]
