[2067, 1567]
[folio, [192.0, 193.0, 270.0, 36.0], shoonya_8sRONB2VE5BI42, 5735764]
[paragraph, [790.0, 250.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 286.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 322.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 358.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 394.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 430.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 466.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 502.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 538.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 574.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 610.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 646.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 682.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 718.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 754.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 790.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 826.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 862.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 898.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 934.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 970.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [790.0, 1006.0, 582.0, 36.0], shoonya_1s95QNQA33YY8U, 5735764]
[paragraph, [191.0, 252.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [191.0, 288.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [191.0, 324.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [191.0, 360.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [191.0, 396.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [191.0, 432.0, 581.0, 36.0], shoonya_3sSA9R42U7K01I, 5735764]
[paragraph, [190.0, 477.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 513.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 549.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 585.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 621.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 657.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 693.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 729.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 765.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 801.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 837.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 873.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 909.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 945.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 981.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1017.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1053.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1089.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1125.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1161.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1197.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1233.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1269.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1305.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1341.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1377.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1413.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1449.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1485.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1521.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [190.0, 1557.0, 582.0, 36.0], shoonya_2sLRGM1QUSB1UZ, 5735764]
[paragraph, [792.0, 1049.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1085.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1121.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1157.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1193.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1229.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1265.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1301.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1337.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1373.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1409.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1445.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1481.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1517.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1553.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[paragraph, [792.0, 1589.0, 577.0, 36.0], shoonya_0sYP2YMB8LGW66, 5735764]
[sidebar, [23.0, 1355.0, 129.0, 36.0], shoonya_7sDB4V3FOZJY1L, 5735764]
[paragraph, [194.0, 1627.0, 577.0, 36.0], shoonya_4s5J2RER4B8GU8, 5735764]
[paragraph, [194.0, 1663.0, 577.0, 36.0], shoonya_4s5J2RER4B8GU8, 5735764]
[paragraph, [194.0, 1699.0, 577.0, 36.0], shoonya_4s5J2RER4B8GU8, 5735764]
[paragraph, [194.0, 1735.0, 577.0, 36.0], shoonya_4s5J2RER4B8GU8, 5735764]
[paragraph, [793.0, 1627.0, 582.0, 36.0], shoonya_5sLNWGIE724IVV, 5735764]
[paragraph, [793.0, 1663.0, 582.0, 36.0], shoonya_5sLNWGIE724IVV, 5735764]
[paragraph, [793.0, 1699.0, 582.0, 36.0], shoonya_5sLNWGIE724IVV, 5735764]
[paragraph, [793.0, 1735.0, 582.0, 36.0], shoonya_5sLNWGIE724IVV, 5735764]
