[4767, 3325]
[paragraph, [275.0, 491.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 543.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 596.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 648.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 701.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 753.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 806.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 858.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 911.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 963.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1016.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1068.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1121.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1173.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1226.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1278.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1331.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1383.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1436.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1488.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1541.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1593.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1646.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1698.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1751.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1803.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1856.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1908.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 1961.0, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [275.0, 2013.5, 2580.0, 52.5], shoonya_4s5GUKY3ILHSJO, 5709889]
[paragraph, [290.0, 2086.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2138.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2191.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2243.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2296.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2348.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2401.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2453.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2506.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2558.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2611.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2663.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2716.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2768.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2821.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2873.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2926.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 2978.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3031.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3083.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3136.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3188.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3241.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3293.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3346.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3398.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3451.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3503.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3556.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3608.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3661.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3713.5, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
[paragraph, [290.0, 3766.0, 2582.0, 52.5], shoonya_0sGV6CXY6VWVVO, 5709889]
