[3509, 2480]
[paragraph, [353.0, 388.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 440.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 493.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 545.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 598.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 650.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 703.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 755.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 808.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 860.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 913.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 965.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1018.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1070.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1123.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1175.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1228.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1280.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1333.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1385.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1438.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1490.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1543.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1595.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1648.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1700.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1753.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1805.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1858.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1910.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 1963.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2015.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2068.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2120.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2173.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2225.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2278.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2330.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2383.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2435.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2488.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2540.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2593.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2645.5, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[paragraph, [353.0, 2698.0, 1776.0, 52.5], shoonya_0sTZBT8Q6ANMUR, 5724258]
[footnote, [366.0, 2812.0, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
[footnote, [366.0, 2864.5, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
[footnote, [366.0, 2917.0, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
[footnote, [366.0, 2969.5, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
[footnote, [366.0, 3022.0, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
[footnote, [366.0, 3074.5, 1753.0, 52.5], shoonya_1s8HUAMOS12R5K, 5724258]
