[792, 612]
[answer, [50.0, 86.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 104.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 122.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 140.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 158.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 176.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 194.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 212.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 230.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 248.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 266.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 284.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 302.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 320.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 338.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 356.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 374.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 392.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 410.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 428.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 446.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 464.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 482.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 500.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 518.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 536.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 554.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 572.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 590.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 608.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 626.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 644.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 662.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [50.0, 680.0, 233.0, 18.0], shoonya_4sMY8WB076HY23, 5654645]
[answer, [305.0, 90.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 108.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 126.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 144.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 162.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 180.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 198.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 216.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 234.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 252.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[answer, [305.0, 270.0, 243.0, 18.0], shoonya_0sS2WFBXGP7YAB, 5654645]
[section-title, [300.0, 309.0, 215.0, 30.0], shoonya_5s8T5KPH6V9L8C, 5654645]
[paragraph, [296.0, 348.0, 268.0, 18.0], HgOVW1zqS1, 5654645]
[paragraph, [296.0, 366.0, 268.0, 18.0], HgOVW1zqS1, 5654645]
[paragraph, [296.0, 384.0, 268.0, 18.0], HgOVW1zqS1, 5654645]
[folio, [476.0, 743.0, 62.0, 18.0], FWrK-DafJD, 5654645]
