[4767, 3325]
[folio, [289.0, 352.0, 716.0, 52.5], 5wxzCtb_VY, 5709787]
[folio, [289.0, 404.5, 716.0, 52.5], 5wxzCtb_VY, 5709787]
[paragraph, [289.0, 511.0, 2406.0, 52.5], rFwORcQVuW, 5709787]
[paragraph, [289.0, 563.5, 2406.0, 52.5], rFwORcQVuW, 5709787]
[paragraph, [289.0, 616.0, 2406.0, 52.5], rFwORcQVuW, 5709787]
[paragraph, [289.0, 668.5, 2406.0, 52.5], rFwORcQVuW, 5709787]
[paragraph, [289.0, 721.0, 2406.0, 52.5], rFwORcQVuW, 5709787]
[paragraph, [264.0, 776.0, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [264.0, 828.5, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [264.0, 881.0, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [264.0, 933.5, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [264.0, 986.0, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [264.0, 1038.5, 2455.0, 52.5], bqOe3zAgfp, 5709787]
[paragraph, [238.0, 1137.0, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1189.5, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1242.0, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1294.5, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1347.0, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1399.5, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1452.0, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1504.5, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1557.0, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [238.0, 1609.5, 2491.0, 52.5], hDuwWs9ZlE, 5709787]
[paragraph, [257.0, 1707.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 1759.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 1812.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 1864.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 1917.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 1969.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2022.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
