[1650, 1275]
[section-title, [184.0, 136.0, 316.0, 49.5], KdQtTN1ukk, 5703539]
[paragraph, [185.0, 257.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 293.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 329.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 365.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 401.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 437.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 473.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [185.0, 509.0, 901.0, 36.0], shoonya_1s62N5G1J64KAJ, 5703539]
[paragraph, [179.0, 571.0, 504.0, 36.0], x-l9rYEg00, 5703539]
[paragraph, [171.0, 633.0, 920.0, 36.0], F3vlfpM42a, 5703539]
[paragraph, [171.0, 669.0, 920.0, 36.0], F3vlfpM42a, 5703539]
[paragraph, [171.0, 705.0, 920.0, 36.0], F3vlfpM42a, 5703539]
[paragraph, [183.0, 783.0, 437.0, 36.0], oadPukshSt, 5703539]
[paragraph, [183.0, 852.0, 908.0, 36.0], 3_zn48MIAG, 5703539]
[paragraph, [183.0, 888.0, 908.0, 36.0], 3_zn48MIAG, 5703539]
[paragraph, [183.0, 924.0, 908.0, 36.0], 3_zn48MIAG, 5703539]
[paragraph, [187.0, 1008.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1044.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1080.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1116.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1152.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1188.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1224.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1260.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1296.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1332.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1368.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1404.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
[paragraph, [187.0, 1440.0, 474.0, 36.0], XE_sv_Y0VQ, 5703539]
