[2200, 1700]
[section-title, [284.0, 230.0, 595.0, 52.5], shoonya_1sNO16FY1XKTKM, 5686714]
[paragraph, [277.0, 319.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 355.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 391.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 427.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 463.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 499.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 535.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 571.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 607.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 643.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 679.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 715.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 751.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 787.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 823.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 859.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 895.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 931.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 967.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1003.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1039.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1075.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1111.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1147.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1183.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1219.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1255.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1291.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1327.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1363.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1399.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1435.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1471.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1507.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1543.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1579.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1615.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1651.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1687.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1723.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1759.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1795.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1831.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1867.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
[paragraph, [277.0, 1903.0, 1147.0, 36.0], shoonya_0sZM7ROA3OARVO, 5686714]
