[1468, 909]
[folio, [374.0, 76.0, 152.0, 18.0], 5fX5Ox0wie, 5769854]
[folio, [374.0, 94.0, 152.0, 18.0], 5fX5Ox0wie, 5769854]
[paragraph, [455.0, 142.0, 373.0, 18.0], q1wVi9Sajn, 5769854]
[paragraph, [455.0, 160.0, 373.0, 18.0], q1wVi9Sajn, 5769854]
[paragraph, [455.0, 178.0, 373.0, 18.0], q1wVi9Sajn, 5769854]
[paragraph, [455.0, 196.0, 373.0, 18.0], q1wVi9Sajn, 5769854]
[paragraph, [455.0, 214.0, 373.0, 18.0], q1wVi9Sajn, 5769854]
[paragraph, [104.0, 144.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 162.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 180.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 198.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 216.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 234.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [104.0, 252.0, 337.0, 18.0], shoonya_0sZOV5E68DNY7P, 5769854]
[paragraph, [456.0, 235.0, 372.0, 18.0], lOGZscz4Uw, 5769854]
[paragraph, [456.0, 253.0, 372.0, 18.0], lOGZscz4Uw, 5769854]
[paragraph, [456.0, 271.0, 372.0, 18.0], lOGZscz4Uw, 5769854]
[paragraph, [456.0, 289.0, 372.0, 18.0], lOGZscz4Uw, 5769854]
[paragraph, [456.0, 307.0, 372.0, 18.0], lOGZscz4Uw, 5769854]
[paragraph, [73.0, 262.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 280.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 298.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 316.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 334.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 352.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 370.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 388.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 406.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 424.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 442.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 460.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [73.0, 478.0, 377.0, 18.0], nWukTIy1U4, 5769854]
[paragraph, [487.0, 323.0, 248.0, 18.0], TpupIv_h5v, 5769854]
[paragraph, [487.0, 341.0, 248.0, 18.0], TpupIv_h5v, 5769854]
[paragraph, [486.0, 353.0, 343.0, 18.0], RU-gY-BZQH, 5769854]
[paragraph, [486.0, 371.0, 343.0, 18.0], RU-gY-BZQH, 5769854]
[paragraph, [486.0, 386.0, 298.0, 18.0], dauMh0BLsX, 5769854]
[paragraph, [486.0, 404.0, 298.0, 18.0], dauMh0BLsX, 5769854]
[paragraph, [486.0, 422.0, 298.0, 18.0], dauMh0BLsX, 5769854]
[paragraph, [457.0, 445.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [457.0, 463.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [457.0, 481.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [457.0, 499.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [457.0, 517.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [457.0, 535.0, 371.0, 18.0], pPyRbc6AuN, 5769854]
[paragraph, [105.0, 494.0, 272.0, 18.0], K8Aymr7uXV, 5769854]
[paragraph, [103.0, 519.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 537.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 555.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 573.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 591.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 609.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 627.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 645.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 663.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 681.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 699.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 717.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 735.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 753.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 771.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 789.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 807.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 825.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [103.0, 843.0, 345.0, 18.0], mp1bhpUqiH, 5769854]
[paragraph, [460.0, 564.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [460.0, 582.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [460.0, 600.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [460.0, 618.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [460.0, 636.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [460.0, 654.0, 373.0, 18.0], t3cetWj_Ex, 5769854]
[paragraph, [463.0, 682.0, 368.0, 18.0], blw-XXYC3R, 5769854]
[paragraph, [463.0, 700.0, 368.0, 18.0], blw-XXYC3R, 5769854]
[paragraph, [463.0, 718.0, 368.0, 18.0], blw-XXYC3R, 5769854]
[paragraph, [487.0, 747.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 765.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 783.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 801.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 819.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 837.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 855.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 873.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 891.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 909.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 927.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 945.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 963.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 981.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 999.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 1017.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 1035.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 1053.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [487.0, 1071.0, 315.0, 18.0], KgAGR_H40l, 5769854]
[paragraph, [79.0, 865.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 883.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 901.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 919.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 937.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 955.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 973.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 991.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1009.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1027.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1045.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1063.0, 372.0, 18.0], 8aSfPwifng, 5769854]
