[1004, 621]
[paragraph, [3.0, 105.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 123.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 141.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 159.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 177.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 195.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 213.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 231.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 249.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 267.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 285.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 303.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 321.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 339.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 357.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 375.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 393.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 411.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 429.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 447.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 465.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 483.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 501.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 519.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 537.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 555.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 573.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [3.0, 591.0, 601.0, 18.0], e5At9nETvw, 5740660]
[paragraph, [15.0, 631.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 649.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 667.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 685.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 703.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 721.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 739.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 757.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 775.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 793.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 811.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 829.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 847.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 865.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 883.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 901.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 919.0, 593.0, 18.0], YV5ngypfaH, 5740660]
[paragraph, [15.0, 937.0, 593.0, 18.0], YV5ngypfaH, 5740660]
