[1031, 622]
[section-title, [258.0, 69.0, 100.0, 30.0], shoonya_0sD86FXTM6X73M, 5710462]
[paragraph, [65.0, 112.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 130.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 148.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 166.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 184.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 202.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 220.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 238.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 256.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 274.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 292.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 310.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 328.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 346.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 364.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 382.0, 485.0, 18.0], shoonya_3s4U4C8WP6VAMC, 5710462]
[paragraph, [65.0, 401.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 419.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 437.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 455.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 473.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 491.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 509.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 527.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 545.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 563.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 581.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 599.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 617.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 635.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 653.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 671.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 689.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 707.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 725.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 743.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 761.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 779.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 797.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 815.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 833.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 851.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 869.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[paragraph, [65.0, 887.0, 484.0, 18.0], 89baqeUx2W, 5710462]
[footnote, [104.0, 930.0, 389.0, 18.0], j05-ry89Ks, 5710462]
