[2427, 1815]
[section-title, [253.0, 188.0, 326.0, 52.5], shoonya_5sSJHIT3Y6YSDF, 5694281]
[chapter-title, [1046.0, 306.0, 646.0, 70.5], shoonya_3sTJEK4TUG5SFI, 5694281]
[chapter-title, [1046.0, 376.5, 646.0, 70.5], shoonya_3sTJEK4TUG5SFI, 5694281]
[chapter-title, [1046.0, 447.0, 646.0, 70.5], shoonya_3sTJEK4TUG5SFI, 5694281]
[paragraph, [199.0, 721.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 757.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 793.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 829.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 865.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 901.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 937.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 973.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1009.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1045.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1081.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1117.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1153.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1189.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1225.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1261.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1297.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1333.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1369.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1405.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1441.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1477.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1513.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1549.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1585.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1621.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1657.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1693.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1729.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1765.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[paragraph, [199.0, 1801.0, 308.0, 36.0], P3BGvQRqCW, 5694281]
[figure-caption, [541.0, 1855.0, 483.0, 36.0], shoonya_6sWQP2ZHU1VJXO, 5694281]
[figure-caption, [541.0, 1891.0, 483.0, 36.0], shoonya_6sWQP2ZHU1VJXO, 5694281]
[figure-caption, [541.0, 1927.0, 483.0, 36.0], shoonya_6sWQP2ZHU1VJXO, 5694281]
[paragraph, [521.0, 1980.0, 585.0, 36.0], lZRVXkwoO8, 5694281]
[paragraph, [521.0, 2016.0, 585.0, 36.0], lZRVXkwoO8, 5694281]
[paragraph, [521.0, 2052.0, 585.0, 36.0], lZRVXkwoO8, 5694281]
[paragraph, [521.0, 2088.0, 585.0, 36.0], lZRVXkwoO8, 5694281]
[paragraph, [521.0, 2124.0, 585.0, 36.0], lZRVXkwoO8, 5694281]
[paragraph, [1129.0, 1988.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [1129.0, 2024.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [1129.0, 2060.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [1129.0, 2096.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [1129.0, 2132.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [1129.0, 2168.0, 544.0, 36.0], shoonya_0sTTATRYH764Z2, 5694281]
[paragraph, [551.0, 2186.0, 441.0, 36.0], wM-N3n5-Zb, 5694281]
