[1357, 822]
[folio, [69.0, 49.0, 155.0, 18.0], shoonya_0s61U1V42TTLKS, 5782050]
[folio, [69.0, 67.0, 155.0, 18.0], shoonya_0s61U1V42TTLKS, 5782050]
[folio, [69.0, 85.0, 155.0, 18.0], shoonya_0s61U1V42TTLKS, 5782050]
[section-title, [274.0, 112.0, 273.0, 30.0], LLFs4WtfWw, 5782050]
[ordered-list, [82.0, 153.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 171.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 189.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 207.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 225.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 243.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 261.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 279.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 297.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 315.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 333.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 351.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 369.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[ordered-list, [82.0, 387.0, 666.0, 18.0], BKP55FB1nb, 5782050]
[sub-ordered-list, [88.0, 178.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 196.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 214.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 232.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 250.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 268.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 286.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 304.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 322.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 340.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 358.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[sub-ordered-list, [88.0, 376.0, 656.0, 18.0], YJbfTGT3nD, 5782050]
[ordered-list, [82.0, 417.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 435.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 453.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 471.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 489.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 507.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 525.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 543.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 561.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 579.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 597.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 615.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 633.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 651.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 669.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 687.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 705.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 723.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
