[1818, 1374]
[folio, [634.0, 102.0, 84.0, 36.0], shoonya_0sL7QQ08VW5NLL, 5683239]
[paragraph, [109.0, 175.0, 560.0, 36.0], yuOa5FJ0et, 5683239]
[paragraph, [109.0, 211.0, 560.0, 36.0], yuOa5FJ0et, 5683239]
[paragraph, [690.0, 180.0, 568.0, 36.0], 9gTWaZ4L3z, 5683239]
[paragraph, [690.0, 216.0, 568.0, 36.0], 9gTWaZ4L3z, 5683239]
[paragraph, [143.0, 263.0, 304.0, 36.0], -jyM0kQ0Uh, 5683239]
[paragraph, [689.0, 267.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 303.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 339.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 375.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 411.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 447.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 483.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 519.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 555.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 591.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 627.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 663.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 699.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 735.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 771.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 807.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 843.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [689.0, 879.0, 570.0, 36.0], 7IE_UKDl56, 5683239]
[paragraph, [110.0, 308.0, 558.0, 36.0], 6CHgsrDwKw, 5683239]
[paragraph, [110.0, 344.0, 558.0, 36.0], 6CHgsrDwKw, 5683239]
[paragraph, [110.0, 380.0, 558.0, 36.0], 6CHgsrDwKw, 5683239]
[paragraph, [111.0, 435.0, 554.0, 36.0], -XqE3StSc4, 5683239]
[paragraph, [111.0, 471.0, 554.0, 36.0], -XqE3StSc4, 5683239]
[paragraph, [111.0, 520.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 556.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 592.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 628.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 664.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 700.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 736.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [111.0, 772.0, 556.0, 36.0], DllgRNYIyr, 5683239]
[paragraph, [110.0, 821.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 857.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 893.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 929.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 965.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1001.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1037.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1073.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1109.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1145.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1181.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1217.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1253.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1289.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1325.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1361.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1397.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1433.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1469.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1505.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1541.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1577.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1613.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [110.0, 1649.0, 565.0, 36.0], d6nSLFLkY-, 5683239]
[paragraph, [689.0, 945.0, 562.0, 36.0], Yo7N-w8VrR, 5683239]
[paragraph, [689.0, 981.0, 562.0, 36.0], Yo7N-w8VrR, 5683239]
[paragraph, [689.0, 1017.0, 562.0, 36.0], Yo7N-w8VrR, 5683239]
[paragraph, [689.0, 1076.0, 564.0, 36.0], zHCPouYP2k, 5683239]
[paragraph, [689.0, 1112.0, 564.0, 36.0], zHCPouYP2k, 5683239]
[paragraph, [690.0, 1160.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1196.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1232.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1268.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1304.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1340.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1376.0, 569.0, 36.0], -egbiL85bD, 5683239]
[paragraph, [690.0, 1412.0, 569.0, 36.0], -egbiL85bD, 5683239]
