[1806, 1262]
[folio, [407.0, 96.0, 670.0, 36.0], shoonya_0sI5P1ZG9FU41B, 5681030]
[paragraph, [97.0, 177.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 213.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 249.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 285.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 321.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 357.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 393.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 429.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 465.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 501.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [97.0, 537.0, 508.0, 36.0], shoonya_3sDP2MRL248CB3, 5681030]
[paragraph, [646.0, 177.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 213.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 249.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 285.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 321.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 357.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 393.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 429.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 465.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 501.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 537.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 573.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 609.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 645.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 681.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 717.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 753.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 789.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 825.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [646.0, 861.0, 508.0, 36.0], 8COas1T90_, 5681030]
[paragraph, [98.0, 582.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 618.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 654.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 690.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 726.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 762.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 798.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 834.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 870.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 906.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 942.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 978.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 1014.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 1050.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 1086.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [98.0, 1122.0, 505.0, 36.0], shoonya_4sI4T9DICHHHPG, 5681030]
[paragraph, [646.0, 929.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 965.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1001.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1037.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1073.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1109.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1145.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1181.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1217.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1253.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1289.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1325.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1361.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1397.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1433.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1469.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1505.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1541.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1577.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1613.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [646.0, 1649.0, 513.0, 36.0], 4mFNhMinJR, 5681030]
[paragraph, [100.0, 1176.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1212.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1248.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1284.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1320.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1356.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1392.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
[paragraph, [100.0, 1428.0, 503.0, 36.0], shoonya_5s7PJ30A4FPDWI, 5681030]
