[2200, 1700]
[paragraph, [322.0, 73.0, 1084.0, 36.0], shoonya_1s44YCQ1ZRN5YM, 5731133]
[paragraph, [322.0, 109.0, 1084.0, 36.0], shoonya_1s44YCQ1ZRN5YM, 5731133]
[paragraph, [322.0, 145.0, 1084.0, 36.0], shoonya_1s44YCQ1ZRN5YM, 5731133]
[paragraph, [316.0, 187.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 223.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 259.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 295.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 331.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 367.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 403.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 439.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 475.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 511.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 547.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 583.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 619.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 655.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 691.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 727.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 763.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 799.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 835.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 871.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 907.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 943.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 979.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1015.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1051.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1087.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1123.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1159.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1195.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1231.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1267.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1303.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1339.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1375.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1411.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1447.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1483.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1519.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1555.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1591.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1627.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1663.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1699.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1735.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1771.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1807.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1843.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[paragraph, [316.0, 1879.0, 1097.0, 36.0], shoonya_0s26K7HJAEL6ZK, 5731133]
[folio, [963.0, 2019.0, 362.0, 36.0], c-ecFRjvNx, 5731133]
