[872, 605]
[section-title, [265.0, 28.0, 72.0, 30.0], 0hYonC4kHo, 6456903]
[folio, [472.0, 30.0, 80.0, 18.0], Zs_btTDo02, 6456903]
[paragraph, [52.0, 70.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [52.0, 88.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [52.0, 106.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [52.0, 124.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [52.0, 142.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [52.0, 160.0, 248.0, 18.0], 75x8Rw0ArF, 6456903]
[paragraph, [302.0, 70.0, 251.0, 18.0], wqpfBcPfzB, 6456903]
[paragraph, [302.0, 88.0, 251.0, 18.0], wqpfBcPfzB, 6456903]
[paragraph, [302.0, 106.0, 251.0, 18.0], wqpfBcPfzB, 6456903]
[paragraph, [300.0, 120.0, 252.0, 18.0], rpLp4-Fm1k, 6456903]
[paragraph, [300.0, 138.0, 252.0, 18.0], rpLp4-Fm1k, 6456903]
[paragraph, [300.0, 156.0, 252.0, 18.0], rpLp4-Fm1k, 6456903]
[paragraph, [300.0, 174.0, 252.0, 18.0], rpLp4-Fm1k, 6456903]
[paragraph, [50.0, 177.0, 246.0, 18.0], amPDHbupZc, 6456903]
[paragraph, [50.0, 195.0, 246.0, 18.0], amPDHbupZc, 6456903]
[paragraph, [50.0, 213.0, 246.0, 18.0], amPDHbupZc, 6456903]
[paragraph, [299.0, 197.0, 249.0, 18.0], e04Duf0SlD, 6456903]
[paragraph, [297.0, 216.0, 206.0, 18.0], 8bCHsB36P9, 6456903]
[paragraph, [48.0, 229.0, 251.0, 18.0], Ksy_9I49Bu, 6456903]
[paragraph, [48.0, 247.0, 251.0, 18.0], Ksy_9I49Bu, 6456903]
[paragraph, [303.0, 238.0, 247.0, 18.0], 5y1h_Y-2Cs, 6456903]
[paragraph, [303.0, 256.0, 247.0, 18.0], 5y1h_Y-2Cs, 6456903]
[paragraph, [303.0, 274.0, 247.0, 18.0], 5y1h_Y-2Cs, 6456903]
[paragraph, [303.0, 292.0, 247.0, 18.0], 5y1h_Y-2Cs, 6456903]
[paragraph, [48.0, 267.0, 238.0, 18.0], R5XswOZorF, 6456903]
[paragraph, [45.0, 288.0, 228.0, 18.0], C_145ly04r, 6456903]
[paragraph, [47.0, 308.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 326.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 344.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 362.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 380.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 398.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [47.0, 416.0, 255.0, 18.0], gZ55vQVnWk, 6456903]
[paragraph, [299.0, 310.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [299.0, 328.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [299.0, 346.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [299.0, 364.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [299.0, 382.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [299.0, 400.0, 250.0, 18.0], _ync4jh6R0, 6456903]
[paragraph, [300.0, 418.0, 93.0, 18.0], OnT2JWXp1p, 6456903]
[paragraph, [47.0, 433.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 451.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 469.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 487.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 505.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 523.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 541.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 559.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [47.0, 577.0, 252.0, 18.0], PH66slQ39l, 6456903]
[paragraph, [317.0, 439.0, 205.0, 18.0], 1xWv5QITWm, 6456903]
[paragraph, [318.0, 460.0, 208.0, 18.0], 3EFgNeCnKe, 6456903]
[paragraph, [316.0, 477.0, 177.0, 18.0], tfOgYxARaO, 6456903]
