[681, 497]
[paragraph, [24.0, 21.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 39.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 57.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 75.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 93.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 111.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 129.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [24.0, 147.0, 222.0, 18.0], shoonya_2sU2EUYSMFAM63, 5712428]
[paragraph, [249.0, 25.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 43.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 61.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 79.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 97.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 115.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 133.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 151.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 169.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 187.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 205.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 223.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 241.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 259.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 277.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 295.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 313.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 331.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [249.0, 349.0, 221.0, 18.0], shoonya_1s4KBNGB5VFLDY, 5712428]
[paragraph, [25.0, 171.0, 223.0, 18.0], shoonya_3sJ1WS2JZ9AXQA, 5712428]
[paragraph, [25.0, 189.0, 223.0, 18.0], shoonya_3sJ1WS2JZ9AXQA, 5712428]
[paragraph, [27.0, 219.0, 156.0, 18.0], shoonya_11sFTYYU5TWQL0, 5712428]
[paragraph, [27.0, 240.0, 179.0, 18.0], shoonya_10sPUGYJOXM3Y6, 5712428]
[paragraph, [24.0, 261.0, 223.0, 18.0], shoonya_7s1KW3PMJJT769, 5712428]
[paragraph, [24.0, 279.0, 223.0, 18.0], shoonya_7s1KW3PMJJT769, 5712428]
[paragraph, [24.0, 313.0, 223.0, 18.0], shoonya_9s6PGZLKJIVHQD, 5712428]
[paragraph, [24.0, 331.0, 223.0, 18.0], shoonya_9s6PGZLKJIVHQD, 5712428]
[paragraph, [22.0, 350.0, 227.0, 18.0], shoonya_6sAKTGVHKF7L7H, 5712428]
[paragraph, [22.0, 368.0, 227.0, 18.0], shoonya_6sAKTGVHKF7L7H, 5712428]
[paragraph, [251.0, 369.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 387.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 405.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 423.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 441.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 459.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 477.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 495.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [251.0, 513.0, 219.0, 18.0], shoonya_5sB2NS9RPYGZCJ, 5712428]
[paragraph, [20.0, 399.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 417.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 435.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 453.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 471.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 489.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 507.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [20.0, 525.0, 227.0, 18.0], shoonya_0sSNJTATBM372B, 5712428]
[paragraph, [252.0, 543.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [252.0, 561.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [252.0, 579.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [252.0, 597.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [252.0, 615.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [252.0, 633.0, 218.0, 18.0], shoonya_8sQ8RNVS1E4K8Z, 5712428]
[paragraph, [22.0, 554.0, 227.0, 18.0], shoonya_4sOYWRLLGXQUWV, 5712428]
[paragraph, [22.0, 572.0, 227.0, 18.0], shoonya_4sOYWRLLGXQUWV, 5712428]
[paragraph, [22.0, 590.0, 227.0, 18.0], shoonya_4sOYWRLLGXQUWV, 5712428]
[paragraph, [22.0, 608.0, 227.0, 18.0], shoonya_4sOYWRLLGXQUWV, 5712428]
[paragraph, [22.0, 626.0, 227.0, 18.0], shoonya_4sOYWRLLGXQUWV, 5712428]
[footnote, [191.0, 652.0, 114.0, 18.0], FPBKJnnWy6, 5712428]
