[3690, 2970]
[folio, [1135.0, 123.0, 702.0, 52.5], shoonya_7sGMLTG9M26OSX, 5697676]
[ordered-list, [204.0, 256.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 308.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 361.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 413.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 466.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 518.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 571.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 623.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 676.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 728.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 781.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 833.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 886.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 938.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 991.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1043.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1096.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1148.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1201.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1253.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1306.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1358.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1411.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1463.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1516.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1568.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1621.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1673.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1726.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1778.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1831.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1883.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1936.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 1988.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2041.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2093.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2146.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2198.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2251.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2303.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2356.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2408.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2461.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2513.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2566.0, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[ordered-list, [204.0, 2618.5, 2439.0, 52.5], shoonya_5s5CADT2JDKDVZ, 5697676]
[sub-unordered-list, [486.0, 374.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 392.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 410.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 428.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 446.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 464.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
