[1034, 680]
[folio, [212.0, 69.0, 211.0, 18.0], shoonya_0sE34VRX6R6XDE, 5739532]
[folio, [212.0, 87.0, 211.0, 18.0], shoonya_0sE34VRX6R6XDE, 5739532]
[paragraph, [60.0, 130.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 148.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 166.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 184.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 202.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 220.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 238.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [60.0, 256.0, 557.0, 18.0], ToqtThOtLb, 5739532]
[paragraph, [67.0, 295.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 313.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 331.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 349.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 367.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 385.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 403.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 421.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 439.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 457.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 475.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 493.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 511.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 529.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 547.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 565.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 583.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 601.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 619.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 637.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 655.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 673.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 691.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 709.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 727.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 745.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 763.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 781.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 799.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 817.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 835.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 853.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 871.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 889.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 907.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 925.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 943.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
[paragraph, [67.0, 961.0, 551.0, 18.0], Oz8QHnxpWo, 5739532]
