[1265, 884]
[chapter-title, [351.0, 42.0, 276.0, 30.0], shoonya_0sRFJW50W5NI7H, 5776400]
[paragraph, [161.0, 94.0, 650.0, 18.0], Mrv04iTk65, 5776400]
[paragraph, [161.0, 112.0, 650.0, 18.0], Mrv04iTk65, 5776400]
[paragraph, [161.0, 130.0, 650.0, 18.0], Mrv04iTk65, 5776400]
[paragraph, [161.0, 148.0, 650.0, 18.0], Mrv04iTk65, 5776400]
[paragraph, [161.0, 166.0, 650.0, 18.0], Mrv04iTk65, 5776400]
[paragraph, [161.0, 194.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [161.0, 212.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [161.0, 230.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [161.0, 248.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [161.0, 266.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [161.0, 284.0, 649.0, 18.0], 2ePFGsR-mA, 5776400]
[paragraph, [160.0, 319.0, 652.0, 18.0], fKOvB9cVJO, 5776400]
[paragraph, [160.0, 337.0, 652.0, 18.0], fKOvB9cVJO, 5776400]
[paragraph, [160.0, 355.0, 652.0, 18.0], fKOvB9cVJO, 5776400]
[paragraph, [160.0, 373.0, 652.0, 18.0], fKOvB9cVJO, 5776400]
[paragraph, [156.0, 392.0, 379.0, 18.0], GvvK1M-kr6, 5776400]
[paragraph, [162.0, 420.0, 650.0, 18.0], bJ87gNpmsL, 5776400]
[paragraph, [162.0, 438.0, 650.0, 18.0], bJ87gNpmsL, 5776400]
[paragraph, [162.0, 456.0, 650.0, 18.0], bJ87gNpmsL, 5776400]
[paragraph, [162.0, 474.0, 650.0, 18.0], bJ87gNpmsL, 5776400]
[paragraph, [162.0, 492.0, 650.0, 18.0], bJ87gNpmsL, 5776400]
[paragraph, [165.0, 524.0, 567.0, 18.0], LpFNlB_EwH, 5776400]
[paragraph, [166.0, 548.0, 653.0, 18.0], kQ0mv7WmGU, 5776400]
[paragraph, [166.0, 566.0, 653.0, 18.0], kQ0mv7WmGU, 5776400]
[paragraph, [165.0, 598.0, 654.0, 18.0], ZQ16oAlNEx, 5776400]
[paragraph, [165.0, 616.0, 654.0, 18.0], ZQ16oAlNEx, 5776400]
[paragraph, [165.0, 634.0, 654.0, 18.0], ZQ16oAlNEx, 5776400]
[paragraph, [165.0, 652.0, 654.0, 18.0], ZQ16oAlNEx, 5776400]
[paragraph, [165.0, 670.0, 654.0, 18.0], ZQ16oAlNEx, 5776400]
[paragraph, [165.0, 698.0, 655.0, 18.0], OQk2F66Uzd, 5776400]
[paragraph, [165.0, 716.0, 655.0, 18.0], OQk2F66Uzd, 5776400]
[paragraph, [165.0, 734.0, 655.0, 18.0], OQk2F66Uzd, 5776400]
[paragraph, [165.0, 752.0, 655.0, 18.0], OQk2F66Uzd, 5776400]
[paragraph, [165.0, 770.0, 655.0, 18.0], OQk2F66Uzd, 5776400]
[paragraph, [163.0, 799.0, 661.0, 18.0], SoAQyDLRuF, 5776400]
[paragraph, [163.0, 817.0, 661.0, 18.0], SoAQyDLRuF, 5776400]
[paragraph, [163.0, 835.0, 661.0, 18.0], SoAQyDLRuF, 5776400]
[paragraph, [163.0, 853.0, 661.0, 18.0], SoAQyDLRuF, 5776400]
[paragraph, [163.0, 874.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 892.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 910.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 928.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 946.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 964.0, 659.0, 18.0], -1-OfCvEuE, 5776400]
[paragraph, [163.0, 997.0, 661.0, 18.0], 9lokT41_AW, 5776400]
[paragraph, [163.0, 1015.0, 661.0, 18.0], 9lokT41_AW, 5776400]
[paragraph, [163.0, 1033.0, 661.0, 18.0], 9lokT41_AW, 5776400]
[paragraph, [163.0, 1051.0, 661.0, 18.0], 9lokT41_AW, 5776400]
[paragraph, [163.0, 1069.0, 661.0, 18.0], 9lokT41_AW, 5776400]
[paragraph, [163.0, 1087.0, 661.0, 18.0], 9lokT41_AW, 5776400]
