[1226, 792]
[section-title, [56.0, 91.0, 163.0, 30.0], shoonya_18s20M8M3RWGFX, 5701171]
[ordered-list, [52.0, 141.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 159.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 177.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 195.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 213.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 231.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 249.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 267.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 285.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 303.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 321.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 339.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 357.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[ordered-list, [52.0, 375.0, 602.0, 18.0], wggPW8oi7H, 5701171]
[section-title, [56.0, 417.0, 342.0, 30.0], shoonya_24sTGRNJ5K7TFR, 5701171]
[ordered-list, [46.0, 471.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 489.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 507.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 525.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 543.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 561.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 579.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 597.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 615.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 633.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 651.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 669.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 687.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 705.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 723.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 741.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 759.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 777.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 795.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[ordered-list, [46.0, 813.0, 686.0, 18.0], 4UiI-_CDn3, 5701171]
[section-title, [57.0, 854.0, 367.0, 30.0], shoonya_21s60GY94MZF7Z, 5701171]
[ordered-list, [44.0, 884.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 902.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 920.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 938.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 956.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 974.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 992.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
[ordered-list, [44.0, 1010.0, 688.0, 18.0], jPt1GXpzs_, 5701171]
