[3778, 2310]
[paragraph, [111.0, 370.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 422.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 475.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 527.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 580.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 632.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 685.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 737.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 790.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 842.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 895.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 947.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1000.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1052.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1105.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1157.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1210.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1262.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1315.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1367.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1420.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1472.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1525.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1577.5, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [111.0, 1630.0, 2103.0, 52.5], shoonya_0sWFG6TFKYNLZY, 5720156]
[paragraph, [118.0, 1730.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 1782.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 1835.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 1887.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 1940.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 1992.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2045.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2097.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2150.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2202.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2255.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2307.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2360.0, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [118.0, 2412.5, 2084.0, 52.5], iZ6cSe5Nb2, 5720156]
[paragraph, [135.0, 2524.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2576.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2629.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2681.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2734.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2786.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2839.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2891.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2944.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 2996.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3049.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3101.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3154.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3206.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3259.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3311.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3364.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3416.5, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
[paragraph, [135.0, 3469.0, 2081.0, 52.5], 0Uh8GK_tAC, 5720156]
