[1753, 1240]
[section-title, [474.0, 84.0, 314.0, 49.5], ydRf9i0Nvo, 6475587]
[section-title, [474.0, 133.5, 314.0, 49.5], ydRf9i0Nvo, 6475587]
[sidebar, [923.0, 252.0, 223.0, 36.0], Fwfhw_PsmE, 6475587]
[sidebar, [923.0, 288.0, 223.0, 36.0], Fwfhw_PsmE, 6475587]
[sidebar, [114.0, 286.0, 119.0, 36.0], SiOz4FX2t3, 6475587]
[paragraph, [280.0, 411.0, 884.0, 36.0], JLgrv3SNug, 6475587]
[paragraph, [280.0, 447.0, 884.0, 36.0], JLgrv3SNug, 6475587]
[paragraph, [280.0, 483.0, 884.0, 36.0], JLgrv3SNug, 6475587]
[ordered-list, [201.0, 554.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 590.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 626.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 662.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 698.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 734.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 770.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 806.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 842.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 878.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 914.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 950.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 986.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1022.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1058.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1094.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1130.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1166.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1202.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1238.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1274.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1310.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1346.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1382.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1418.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1454.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[ordered-list, [201.0, 1490.0, 951.0, 36.0], qBll7n_pGs, 6475587]
[footnote, [119.0, 1522.0, 1035.0, 36.0], eCuhQkIB9o, 6475587]
[footnote, [119.0, 1558.0, 1035.0, 36.0], eCuhQkIB9o, 6475587]
[footnote, [119.0, 1594.0, 1035.0, 36.0], eCuhQkIB9o, 6475587]
[footnote, [119.0, 1630.0, 1035.0, 36.0], eCuhQkIB9o, 6475587]
[footnote, [119.0, 1666.0, 1035.0, 36.0], eCuhQkIB9o, 6475587]
[contact-info, [137.0, 1581.0, 962.0, 36.0], shoonya_0s9M85BWS749T5, 6475587]
[contact-info, [137.0, 1617.0, 962.0, 36.0], shoonya_0s9M85BWS749T5, 6475587]
[contact-info, [137.0, 1653.0, 962.0, 36.0], shoonya_0s9M85BWS749T5, 6475587]
[website-link, [737.0, 1669.0, 153.0, 18.0], vqI4qErt-_, 6475587]
