[2339, 1654]
[paragraph, [307.0, 194.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[paragraph, [307.0, 230.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[paragraph, [307.0, 266.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[paragraph, [307.0, 302.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[paragraph, [307.0, 338.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[paragraph, [307.0, 374.0, 1162.0, 36.0], shoonya_2sLFTFJA9PL7F3, 5753396]
[section-title, [406.0, 451.0, 538.0, 52.5], 0L7n-dV940, 5753396]
[paragraph, [936.0, 461.0, 534.0, 36.0], f2TBqKrep0, 5753396]
[paragraph, [306.0, 551.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 587.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 623.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 659.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 695.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 731.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 767.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 803.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 839.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 875.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 911.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 947.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 983.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1019.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1055.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1091.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1127.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1163.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1199.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1235.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1271.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1307.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1343.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1379.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1415.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1451.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1487.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1523.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1559.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1595.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [306.0, 1631.0, 1160.0, 36.0], shoonya_0sFG1I1U2BC7PS, 5753396]
[paragraph, [309.0, 1710.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[paragraph, [309.0, 1746.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[paragraph, [309.0, 1782.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[paragraph, [309.0, 1818.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[paragraph, [309.0, 1854.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[paragraph, [309.0, 1890.0, 1159.0, 36.0], shoonya_3sA8PMDC9TY88I, 5753396]
[reference, [290.0, 2014.0, 566.0, 36.0], xltabw9f60, 5753396]
