[596, 421]
[section-title, [72.0, 24.0, 68.0, 30.0], W7Rur_jTG7, 6534231]
[paragraph, [26.0, 63.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 81.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 99.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 117.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 135.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 153.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[paragraph, [26.0, 171.0, 142.0, 18.0], WYyxVi_YZU, 6534231]
[section-title, [260.0, 346.0, 106.0, 30.0], 2wnUAj4PEq, 6534231]
[paragraph, [232.0, 388.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
[paragraph, [232.0, 406.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
[paragraph, [232.0, 424.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
[paragraph, [232.0, 442.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
[paragraph, [232.0, 460.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
[paragraph, [232.0, 478.0, 146.0, 18.0], 07WWL0Eij_, 6534231]
