[1259, 853]
[section-title, [314.0, 70.0, 239.0, 30.0], shoonya_0s8V5YOSJMKBDM, 5719325]
[paragraph, [67.0, 121.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 139.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 157.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 175.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 193.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 211.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 229.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 247.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 265.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 283.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 301.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 319.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 337.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 355.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 373.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 391.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[paragraph, [67.0, 409.0, 727.0, 18.0], shoonya_3s7DS0YWVHVN6X, 5719325]
[section-title, [229.0, 443.0, 399.0, 30.0], shoonya_4sP7XGX9LKLWG4, 5719325]
[paragraph, [57.0, 488.0, 729.0, 18.0], shoonya_5sV6DKTLMVARP6, 5719325]
[paragraph, [57.0, 506.0, 729.0, 18.0], shoonya_5sV6DKTLMVARP6, 5719325]
[paragraph, [57.0, 524.0, 729.0, 18.0], shoonya_5sV6DKTLMVARP6, 5719325]
[paragraph, [57.0, 542.0, 729.0, 18.0], shoonya_5sV6DKTLMVARP6, 5719325]
[sidebar, [676.0, 584.0, 94.0, 18.0], SJxLggb1Bm, 5719325]
[paragraph, [58.0, 586.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 604.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 622.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 640.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 658.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 676.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [58.0, 694.0, 726.0, 18.0], kne34_-oHo, 5719325]
[paragraph, [60.0, 721.0, 725.0, 18.0], OSMhUtm3JF, 5719325]
[paragraph, [60.0, 739.0, 725.0, 18.0], OSMhUtm3JF, 5719325]
[paragraph, [60.0, 757.0, 725.0, 18.0], OSMhUtm3JF, 5719325]
[sidebar, [684.0, 751.0, 87.0, 18.0], 03PJArc2tq, 5719325]
[paragraph, [57.0, 794.0, 728.0, 18.0], FlMmbNmvU8, 5719325]
[paragraph, [57.0, 812.0, 728.0, 18.0], FlMmbNmvU8, 5719325]
[paragraph, [57.0, 830.0, 728.0, 18.0], FlMmbNmvU8, 5719325]
[paragraph, [57.0, 848.0, 728.0, 18.0], FlMmbNmvU8, 5719325]
[paragraph, [57.0, 866.0, 728.0, 18.0], FlMmbNmvU8, 5719325]
[section-title, [310.0, 908.0, 239.0, 30.0], YuqnEzDou0, 5719325]
[paragraph, [69.0, 947.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 965.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 983.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 1001.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 1019.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 1037.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[paragraph, [69.0, 1055.0, 736.0, 18.0], nYo-OZRH5t, 5719325]
[sidebar, [688.0, 1040.0, 79.0, 18.0], ZqNmyX4JHB, 5719325]
[paragraph, [62.0, 1084.0, 753.0, 18.0], lyoQb7RRbV, 5719325]
[paragraph, [62.0, 1102.0, 753.0, 18.0], lyoQb7RRbV, 5719325]
[paragraph, [62.0, 1120.0, 753.0, 18.0], lyoQb7RRbV, 5719325]
[paragraph, [62.0, 1138.0, 753.0, 18.0], lyoQb7RRbV, 5719325]
[paragraph, [62.0, 1156.0, 753.0, 18.0], lyoQb7RRbV, 5719325]
[folio, [412.0, 1203.0, 427.0, 18.0], 2c0zsezCRB, 5719325]
[folio, [412.0, 1221.0, 427.0, 18.0], 2c0zsezCRB, 5719325]
