[827, 612]
[section-title, [308.0, 125.0, 74.0, 30.0], 2_1Bi6ikv9, 6460643]
[paragraph, [176.0, 169.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 187.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 205.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 223.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 241.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 259.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 277.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 295.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 313.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 331.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 349.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 367.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 385.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 403.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 421.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 439.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 457.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 475.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 493.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 511.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 529.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 547.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 565.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 583.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 601.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 619.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 637.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 655.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 673.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
[paragraph, [176.0, 691.0, 365.0, 18.0], shoonya_0sQ7RTLZZES9BX, 6460643]
