[1987, 1270]
[folio, [594.0, 123.0, 100.0, 36.0], shoonya_0s0UORMWGV1LHN, 5682147]
[paragraph, [139.0, 194.0, 1004.0, 36.0], shoonya_3sFLHFD1QTRYJ4, 5682147]
[paragraph, [139.0, 230.0, 1004.0, 36.0], shoonya_3sFLHFD1QTRYJ4, 5682147]
[paragraph, [139.0, 266.0, 1004.0, 36.0], shoonya_3sFLHFD1QTRYJ4, 5682147]
[paragraph, [139.0, 302.0, 1004.0, 36.0], shoonya_3sFLHFD1QTRYJ4, 5682147]
[paragraph, [139.0, 338.0, 1004.0, 36.0], shoonya_3sFLHFD1QTRYJ4, 5682147]
[paragraph, [181.0, 405.0, 338.0, 36.0], shoonya_4sOCIV1L6VJJJ7, 5682147]
[paragraph, [140.0, 460.0, 1010.0, 36.0], shoonya_5s8RH4NF7XH31N, 5682147]
[paragraph, [140.0, 496.0, 1010.0, 36.0], shoonya_5s8RH4NF7XH31N, 5682147]
[paragraph, [140.0, 532.0, 1010.0, 36.0], shoonya_5s8RH4NF7XH31N, 5682147]
[paragraph, [140.0, 568.0, 1010.0, 36.0], shoonya_5s8RH4NF7XH31N, 5682147]
[paragraph, [140.0, 604.0, 1010.0, 36.0], shoonya_5s8RH4NF7XH31N, 5682147]
[paragraph, [141.0, 670.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 706.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 742.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 778.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 814.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 850.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 886.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [141.0, 922.0, 1011.0, 36.0], shoonya_6sQR8RODLDL1RX, 5682147]
[paragraph, [139.0, 984.0, 1009.0, 36.0], shoonya_7sB2L5ME0PKA6E, 5682147]
[paragraph, [139.0, 1020.0, 1009.0, 36.0], shoonya_7sB2L5ME0PKA6E, 5682147]
[paragraph, [139.0, 1056.0, 1009.0, 36.0], shoonya_7sB2L5ME0PKA6E, 5682147]
[paragraph, [139.0, 1092.0, 1009.0, 36.0], shoonya_7sB2L5ME0PKA6E, 5682147]
[paragraph, [139.0, 1138.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1174.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1210.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1246.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1282.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1318.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [139.0, 1354.0, 1009.0, 36.0], shoonya_8s686M56UI2SJ9, 5682147]
[paragraph, [190.0, 1402.0, 681.0, 36.0], WTLipoeYPb, 5682147]
[paragraph, [134.0, 1453.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1489.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1525.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1561.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1597.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1633.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1669.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1705.0, 1014.0, 36.0], Vlvn6rNz3h, 5682147]
[paragraph, [134.0, 1763.0, 1011.0, 36.0], wgFJFNNng2, 5682147]
[paragraph, [134.0, 1799.0, 1011.0, 36.0], wgFJFNNng2, 5682147]
