[1257, 925]
[chapter-title, [290.0, 48.0, 253.0, 30.0], shoonya_16sVGZQ8RWXA8G, 5775832]
[paragraph, [101.0, 84.0, 397.0, 18.0], shoonya_13sLOI3HYRKDZ1, 5775832]
[paragraph, [120.0, 107.0, 397.0, 18.0], AMtSVzRBFl, 5775832]
[paragraph, [96.0, 133.0, 642.0, 18.0], shoonya_18sY3IMOO7J0D9, 5775832]
[paragraph, [96.0, 151.0, 642.0, 18.0], shoonya_18sY3IMOO7J0D9, 5775832]
[paragraph, [96.0, 169.0, 642.0, 18.0], shoonya_18sY3IMOO7J0D9, 5775832]
[paragraph, [114.0, 188.0, 625.0, 18.0], 3q0XoVf4kr, 5775832]
[paragraph, [114.0, 206.0, 625.0, 18.0], 3q0XoVf4kr, 5775832]
[paragraph, [114.0, 224.0, 625.0, 18.0], 3q0XoVf4kr, 5775832]
[paragraph, [102.0, 241.0, 633.0, 18.0], shoonya_12sH3SINQWA85V, 5775832]
[paragraph, [102.0, 259.0, 633.0, 18.0], shoonya_12sH3SINQWA85V, 5775832]
[paragraph, [102.0, 277.0, 633.0, 18.0], shoonya_12sH3SINQWA85V, 5775832]
[paragraph, [102.0, 295.0, 633.0, 18.0], shoonya_12sH3SINQWA85V, 5775832]
[paragraph, [103.0, 314.0, 630.0, 18.0], shoonya_8sYCKTGNSPNZRN, 5775832]
[paragraph, [103.0, 332.0, 630.0, 18.0], shoonya_8sYCKTGNSPNZRN, 5775832]
[paragraph, [123.0, 364.0, 473.0, 18.0], shoonya_14sLKV368393W6, 5775832]
[paragraph, [102.0, 389.0, 635.0, 18.0], shoonya_2sBYK6O4DXLJRG, 5775832]
[paragraph, [102.0, 407.0, 635.0, 18.0], shoonya_2sBYK6O4DXLJRG, 5775832]
[paragraph, [102.0, 425.0, 635.0, 18.0], shoonya_2sBYK6O4DXLJRG, 5775832]
[paragraph, [102.0, 443.0, 635.0, 18.0], shoonya_2sBYK6O4DXLJRG, 5775832]
[paragraph, [101.0, 463.0, 633.0, 18.0], shoonya_4s22F7VXKWIPLL, 5775832]
[paragraph, [101.0, 481.0, 633.0, 18.0], shoonya_4s22F7VXKWIPLL, 5775832]
[paragraph, [125.0, 514.0, 282.0, 18.0], shoonya_6sO7NFFK9NO6PV, 5775832]
[paragraph, [101.0, 542.0, 634.0, 18.0], shoonya_1s0RP640GM4R2Z, 5775832]
[paragraph, [101.0, 560.0, 634.0, 18.0], shoonya_1s0RP640GM4R2Z, 5775832]
[paragraph, [111.0, 591.0, 582.0, 18.0], shoonya_17sWUGBN4QMSLQ, 5775832]
[paragraph, [102.0, 618.0, 625.0, 18.0], shoonya_9sUBAY0EZXV60D, 5775832]
[paragraph, [102.0, 636.0, 625.0, 18.0], shoonya_9sUBAY0EZXV60D, 5775832]
[paragraph, [101.0, 668.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 686.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 704.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 722.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 740.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 758.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 776.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [101.0, 794.0, 637.0, 18.0], shoonya_3s7FJWMJJ48OSX, 5775832]
[paragraph, [103.0, 816.0, 633.0, 18.0], shoonya_7sIY7A8941J1LJ, 5775832]
[paragraph, [103.0, 834.0, 633.0, 18.0], shoonya_7sIY7A8941J1LJ, 5775832]
[paragraph, [120.0, 867.0, 403.0, 18.0], shoonya_15sA1X4PRA6Y8U, 5775832]
[paragraph, [100.0, 894.0, 635.0, 18.0], shoonya_5sD51L7OTORMT5, 5775832]
[paragraph, [100.0, 912.0, 635.0, 18.0], shoonya_5sD51L7OTORMT5, 5775832]
[paragraph, [100.0, 930.0, 635.0, 18.0], shoonya_5sD51L7OTORMT5, 5775832]
[paragraph, [100.0, 948.0, 635.0, 18.0], shoonya_5sD51L7OTORMT5, 5775832]
[paragraph, [99.0, 967.0, 637.0, 18.0], shoonya_0s3G0POQ0LZVBA, 5775832]
[paragraph, [99.0, 985.0, 637.0, 18.0], shoonya_0s3G0POQ0LZVBA, 5775832]
[paragraph, [99.0, 1003.0, 637.0, 18.0], shoonya_0s3G0POQ0LZVBA, 5775832]
[paragraph, [99.0, 1021.0, 637.0, 18.0], shoonya_0s3G0POQ0LZVBA, 5775832]
[paragraph, [102.0, 1038.0, 634.0, 18.0], shoonya_10sSXEZOE2UUKE, 5775832]
[paragraph, [102.0, 1056.0, 634.0, 18.0], shoonya_10sSXEZOE2UUKE, 5775832]
[paragraph, [102.0, 1074.0, 634.0, 18.0], shoonya_10sSXEZOE2UUKE, 5775832]
