[6000, 4167]
[folio, [1338.0, 609.0, 1500.0, 52.5], 86fglLCjCc, 5721516]
[folio, [1338.0, 661.5, 1500.0, 52.5], 86fglLCjCc, 5721516]
[folio, [1338.0, 714.0, 1500.0, 52.5], 86fglLCjCc, 5721516]
[paragraph, [570.0, 896.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 948.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1001.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1053.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1106.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1158.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1211.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1263.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1316.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1368.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1421.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1473.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1526.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1578.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1631.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1683.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1736.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1788.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1841.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1893.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1946.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 1998.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2051.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2103.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2156.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2208.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2261.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2313.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2366.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2418.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2471.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2523.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2576.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2628.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2681.0, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [570.0, 2733.5, 3015.0, 52.5], shoonya_0sINQRO6P9Y9VC, 5721516]
[paragraph, [578.0, 2854.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 2906.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 2959.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3011.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3064.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3116.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3169.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3221.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3274.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3326.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3379.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3431.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3484.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3536.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3589.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3641.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3694.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3746.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3799.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
